t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
913,1,MS,43928.123081532714,15.0,0.007379999999999999,43928.123081532714,1
914,1,MS,43884.08527239167,15.0,0.007379999999999999,43884.08527239167,1
915,1,MS,43835.770121650756,15.0,0.007379999999999999,43835.770121650756,1
916,1,MS,43787.90803673967,15.0,0.007379999999999999,43787.90803673967,1
917,1,MS,43735.99211195432,15.0,0.007379999999999999,43735.99211195432,1
918,1,MS,43684.95689400088,15.0,0.007379999999999999,43684.95689400088,1
919,1,MS,43629.95792009604,15.0,0.007379999999999999,43629.95792009604,1
920,1,MS,43576.08039555284,15.0,0.007379999999999999,43576.08039555284,1
921,1,MS,43518.17823782826,15.0,0.007379999999999999,43518.17823782826,1
922,1,MS,43461.40154102039,15.0,0.007379999999999999,43461.40154102039,1
923,1,MS,43400.24087798654,15.0,0.007379999999999999,43400.24087798654,1
924,1,MS,43339.995358150496,15.0,0.007379999999999999,43339.995358150496,1
925,1,MS,43274.895375758235,15.0,0.007379999999999999,43274.895375758235,1
926,1,MS,43210.50456849257,15.0,0.007379999999999999,43210.50456849257,1
927,1,MS,43140.78110568397,15.0,0.007379999999999999,43140.78110568397,1
928,1,MS,43071.628195711,15.0,0.007379999999999999,43071.628195711,1
929,1,MS,42996.763889951486,15.0,0.007379999999999999,42996.763889951486,1
930,1,MS,42922.51560390873,15.0,0.007379999999999999,42922.51560390873,1
931,1,MS,42842.4112893485,15.0,0.007379999999999999,42842.4112893485,1
932,1,MS,42763.17763382948,15.0,0.007379999999999999,42763.17763382948,1
933,1,MS,42678.13729413296,15.0,0.007379999999999999,42678.13729413296,1
934,1,MS,42594.353573400804,15.0,0.007379999999999999,42594.353573400804,1
935,1,MS,42504.94247476038,15.0,0.007379999999999999,42504.94247476038,1
936,1,MS,42417.1908935635,15.0,0.007379999999999999,42417.1908935635,1
937,1,MS,42323.991955655896,15.0,0.007379999999999999,42323.991955655896,1
938,1,MS,42232.829240667335,15.0,0.007379999999999999,42232.829240667335,1
939,1,MS,42136.43735029182,15.0,0.007379999999999999,42136.43735029182,1
940,1,MS,42042.44889860901,15.0,0.007379999999999999,42042.44889860901,1
941,1,MS,41943.4680899663,15.0,0.007379999999999999,41943.4680899663,1
942,1,MS,41847.142230901096,15.0,0.007379999999999999,41847.142230901096,1
943,1,MS,41745.855522970014,15.0,0.007379999999999999,41745.855522970014,1
944,1,MS,41647.37501459779,15.0,0.007379999999999999,41647.37501459779,1
945,1,MS,41543.989573143714,15.0,0.007379999999999999,41543.989573143714,1
946,1,MS,41443.50646031483,15.0,0.007379999999999999,41443.50646031483,1
947,1,MS,41338.098082792705,15.0,0.007379999999999999,41338.098082792705,1
948,1,MS,41235.57484489054,15.0,0.007379999999999999,41235.57484489054,1
949,1,MS,41127.94434694056,15.0,0.007379999999999999,41127.94434694056,1
950,1,MS,41023.10213649717,15.0,0.007379999999999999,41023.10213649717,1
951,1,MS,40912.956328501394,15.0,0.007379999999999999,40912.956328501394,1
952,1,MS,40805.5360686681,15.0,0.007379999999999999,40805.5360686681,1
953,1,MS,40692.707809477855,15.0,0.007379999999999999,40692.707809477855,1
954,1,MS,40582.61366389622,15.0,0.007379999999999999,40582.61366389622,1
955,1,MS,40467.039554041214,15.0,0.007379999999999999,40467.039554041214,1
956,1,MS,40354.312757043306,15.0,0.007379999999999999,40354.312757043306,1
957,1,MS,40236.21335560563,15.0,0.007379999999999999,40236.21335560563,1
958,1,MS,40121.18569706462,15.0,0.007379999999999999,40121.18569706462,1
