t,plant,axis,organ,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sum_respi
836,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.805841087302748e-07,NA,NA,29.812091806789343,0.0,NA,NA,NA,2.148550357153607,NA,329.1304672064735,0.0,NA,NA,NA,NA,3013199.9999999464,NA,NA,NA,NA,2261.873214126829,NA,NA,NA,39436.8357963064,7096.3445359857105,NA,NA
836,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.458897649754216,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.47283971992312,NA
836,1,MS,roots,2.676356806645572,0.08071382121143124,0.1910710047038249,5.472656946676236e-13,9.60254648290614,0.3272747719620885,0.006324655964847441,NA,0.47727277809129665,0.052478625428112276,NA,NA,0.2530034157794731,0.6170726894550295,0.7589099181487797,NA,6.767578382638502e-12,NA,NA,455.4093032627599,0.39391884040469405,13.38178403322786,0.13218797337055987,NA,3.64816291651415,3.710357872049341e-12,0.31762248964917494,259.0850525917881,NA,1.1142165702274489e-07,1.071306752526093e-08,0.204856584945565,NA,NA,29.833603106125285,0.782754819298882
837,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.230388248048184e-07,NA,NA,25.971603825131073,0.0,NA,NA,NA,2.1065711652153296,NA,286.730839166412,0.0,NA,NA,NA,NA,3016799.999999945,NA,NA,NA,NA,2264.008489738262,NA,NA,NA,39477.26498800779,7096.3445359857105,NA,NA
837,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.181325293120184,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.21092233996002,NA
837,1,MS,roots,2.277060776844736,0.08492663767226169,0.19084872397355332,8.668963629537296e-13,9.61380697952112,0.2783011624415529,0.006324655964847441,NA,0.4968998546815165,0.05524466057421405,NA,NA,0.2657008367204625,0.6170726894550295,0.7901188698684907,NA,1.131301559499656e-11,NA,NA,455.5997172532737,0.3771912780475053,11.385303884223681,0.13915531630784395,NA,3.8385769070279,5.8773933317523595e-12,0.31762248964917494,258.78364833224686,NA,1.1142165702274489e-07,1.071306752526093e-08,0.204856584945565,NA,NA,31.40724543588954,0.817845351976193
838,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,3.657312440784048e-07,NA,NA,22.224943610845788,0.0,NA,NA,NA,2.0625729599464147,NA,245.36708533177537,0.0,NA,NA,NA,NA,3020399.9999999437,NA,NA,NA,NA,2266.1051579949412,NA,NA,NA,39512.21180974325,7096.3445359857105,NA,NA
838,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9089298449782257,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.12158384299617,NA
838,1,MS,roots,1.9051134059106436,0.06516442728918713,0.14298279259524915,7.485733108616247e-13,9.573115905997136,0.25433666611614686,0.006310289204279181,NA,0.4718090133124238,0.051722822314682185,NA,NA,0.24978592895104523,0.628548985262663,0.7519308678059917,NA,6.020247249753929e-12,NA,NA,454.6625014515665,0.36107642905147325,9.525567029553217,0.13028418719063523,NA,3.9275582887678313,6.767646323608839e-12,0.3169006495984169,258.53365504916775,NA,1.1116787137721122e-07,1.0912308771921236e-08,0.15362581084468782,NA,NA,29.419446526086357,0.7733177645781513
839,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,3.1091259007003284e-07,NA,NA,18.71164053287103,0.0,NA,NA,NA,1.9397223873334868,NA,206.5796332138253,0.0,NA,NA,NA,NA,3023999.999999944,NA,NA,NA,NA,2268.110114054148,NA,NA,NA,39541.801551429795,7096.3445359857105,NA,NA
839,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.540750868650037,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.62343606899726,NA
839,1,MS,roots,1.5710968205799514,0.06864023093723715,0.14284363905563385,8.972604403263726e-13,9.582096449148453,0.21607910490026844,0.006310289204279181,NA,0.48014351035775404,0.05290719189161146,NA,NA,0.25520742566046034,0.628548985262663,0.76521371196368,NA,7.516202825197106e-12,NA,NA,454.87199337831123,0.33261383971425695,7.855484102899757,0.1332674858730767,NA,4.137050215512556,8.111885946488025e-12,0.3169006495984169,258.282045239646,NA,1.1116787137721122e-07,1.0912308771921236e-08,0.15362581084468782,NA,NA,30.08021734989751,0.7882581279098257
840,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,2.668918594471791e-07,NA,NA,15.939010519881014,0.0,NA,NA,NA,1.8798542099002646,NA,175.96933530248347,0.0,NA,NA,NA,NA,3027599.999999946,NA,NA,NA,NA,2270.032405688844,NA,NA,NA,39566.919701170824,7096.3445359857105,NA,NA
840,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3111915221249184,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7356177553788,NA
840,1,MS,roots,1.3170052197448394,0.021419212193025984,0.04319467976059107,2.921614664891425e-13,9.536633033153986,0.20463550902610217,0.006295896698104905,NA,0.4464238087945586,0.048275073513289524,NA,NA,0.23410717247491383,0.6037690482031097,0.7131011786929687,NA,3.0925110872649583e-12,NA,NA,453.97367889927375,0.3172195624787358,6.585026098724197,0.12159968139367637,NA,4.26677189178051,8.7299172479588e-12,0.3161775310924543,258.13532797012743,NA,1.1091522735944591e-07,1.0482101531303989e-08,0.046481519015902646,NA,NA,27.46034097248841,0.728806054782762
841,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,2.278974825104261e-07,NA,NA,13.518286777606754,0.0,NA,NA,NA,1.7553714364529542,NA,149.24414132964444,0.0,NA,NA,NA,NA,3031199.9999999455,NA,NA,NA,NA,2271.8524373277683,NA,NA,NA,39588.1943581708,7096.3445359857105,NA,NA
841,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.017533597513981,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.893819846148986,NA
841,1,MS,roots,1.1016835477360696,0.022622069321320878,0.043170053457579016,3.1550795153947093e-13,9.540890900036185,0.18023128879488928,0.006295896698104905,NA,0.44753491152204483,0.04844367716404391,NA,NA,0.23492229940903156,0.6037690482031097,0.7148760138361904,NA,3.1897321594847255e-12,NA,NA,454.2132916795471,0.2921553806820906,5.508417738680348,0.12202437572807029,NA,4.506384672053891,9.42752081960451e-12,0.3161775310924543,257.98815894746207,NA,1.1091522735944591e-07,1.0482101531303989e-08,0.046481519015902646,NA,NA,27.54577124853004,0.7309008880951203
842,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.9761277884788435e-07,NA,NA,11.660696204540253,0.0,NA,NA,NA,1.6885384035055826,NA,128.73603149441035,0.0,NA,NA,NA,NA,3034799.9999999474,NA,NA,NA,NA,2273.5827887288924,NA,NA,NA,39606.422118232345,7096.3445359857105,NA,NA
842,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8372559067120764,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.97029596507517,NA
842,1,MS,roots,0.9404112707061091,0.04201351440938187,0.07840240026290739,5.591933569898567e-13,9.496834924298145,0.17507687770389302,0.006281421363794146,NA,0.4100552217025477,0.04349396344267819,NA,NA,0.21208086946647917,0.5561301473864684,0.656517397388081,NA,1.1133878599901302e-12,NA,NA,453.2780819721133,0.27810829377539115,4.702056353530545,0.10955658297903825,NA,4.605127415388575,9.194029688940202e-12,0.3154502799825246,257.8120740137544,NA,1.1066213588235899e-07,9.655037281015078e-09,0.08447410619066811,NA,NA,24.736068984469966,0.6656300546117051
843,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.7185650295115836e-07,NA,NA,10.096059412678295,0.0,NA,NA,NA,1.5785511169207587,NA,111.46218027821742,0.0,NA,NA,NA,NA,3038399.999999949,NA,NA,NA,NA,2275.2177716206893,NA,NA,NA,39622.13786752448,7096.3445359857105,NA,NA
843,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6125515614927566,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.90896284258326,NA
843,1,MS,roots,0.8071535678566554,0.04379890488561603,0.07834898337780154,5.461530132054318e-13,9.502713576835548,0.158006839871062,0.006281421363794146,NA,0.4071813758307285,0.04315535837659192,NA,NA,0.2104377205786724,0.5561301473864684,0.65191623707502,NA,1.0215157397476374e-12,NA,NA,453.4737797313906,0.2577345118944594,4.0357678392832765,0.10870367349267486,NA,4.80082517466585,8.979625661407798e-12,0.3154502799825246,257.63642227490055,NA,1.1066213588235899e-07,9.655037281015078e-09,0.08447410619066811,NA,NA,24.524274844998498,0.6607744547859928
844,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.5273784586828974e-07,NA,NA,8.943556594224034,0.0,NA,NA,NA,1.5581810185699443,NA,98.73835688625262,0.0,NA,NA,NA,NA,3041999.999999947,NA,NA,NA,NA,2276.7924820308294,NA,NA,NA,39635.930309481584,7096.3445359857105,NA,NA
844,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5393517533621304,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.68416712467795,NA
844,1,MS,roots,0.7104679910567917,0.02908121070462327,0.05095119578114014,3.448813342041049e-13,9.456976202848507,0.15965812457090195,0.006266838765691986,NA,0.3692707998893707,0.03834563771991326,NA,NA,0.18802297575041904,0.49863349384020444,0.5925959013974689,NA,3.2219760329300204e-13,NA,NA,452.5303235104747,0.25279112337051873,3.552339955283958,0.09658850811061274,NA,4.8989831039043,8.714739456407558e-12,0.3147176744636987,257.49517424579915,NA,1.1040759799388362e-07,8.656831490281328e-09,0.05496456382400143,NA,NA,21.8001476179584,0.595639413359703
845,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3643817925919908e-07,NA,NA,7.966922094363087,0.0,NA,NA,NA,1.4916466438609588,NA,87.95614907230814,0.0,NA,NA,NA,NA,3045599.9999999534,NA,NA,NA,NA,2278.3200707075052,NA,NA,NA,39648.15026362798,7096.3445359857105,NA,NA
845,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4085581186519285,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.495035065636106,NA
845,1,MS,roots,0.629493510321488,0.030179467757292452,0.050923418017903344,3.3515783715673385e-13,9.461480577188862,0.14907286386407675,0.006266838765691986,NA,0.36456582200479776,0.03778971198659145,NA,NA,0.1853498531940894,0.49863349384020444,0.5850454787499186,NA,2.763502664673806e-13,NA,NA,452.71533447165575,0.24070011380584236,3.14746755160744,0.09518819140199357,NA,5.083994065085317,8.469038297866929e-12,0.3147176744636987,257.35479206486775,NA,1.1040759799388362e-07,8.656831490281328e-09,0.05496456382400143,NA,NA,21.468302060676912,0.5877053871854786
846,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.299316493979543e-07,NA,NA,7.578582051077431,0.0,NA,NA,NA,1.4710917737018747,NA,83.66881020625506,0.0,NA,NA,NA,NA,3049199.9999999446,NA,NA,NA,NA,2279.8065201234617,NA,NA,NA,39659.31197716751,7096.3445359857105,NA,NA
846,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.362159293507063,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.793239101553997,NA
846,1,MS,roots,0.5975361949806063,0.13571083185625882,0.22968810043792637,1.267235804141066e-12,9.423717741877368,0.15937886888778827,0.006252145486191813,NA,0.32840751057661394,0.03341813386967694,NA,NA,0.16464420254478238,0.43966167574860177,0.5282585520052059,NA,8.254879408376298e-14,NA,NA,451.64426350245793,0.23687851988316805,2.9876809749030313,0.08417665962135248,NA,5.062443060185538,7.090785254069658e-12,0.3139795436335187,257.04276825171183,NA,1.1015118606229454e-07,7.633015203968782e-09,0.24821647601914706,NA,NA,18.97988726233845,0.5264698469910732
847,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3453712398379222e-07,NA,NA,7.853369160420416,0.0,NA,NA,NA,1.4125329742868342,NA,86.70250573713278,0.0,NA,NA,NA,NA,3052799.9999999427,NA,NA,NA,NA,2281.250029341015,NA,NA,NA,39670.42743116947,7096.3445359857105,NA,NA
847,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.273994856968667,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.953320658680397,NA
847,1,MS,roots,0.6201349210300555,0.13705258449141045,0.22941043421452587,1.0637707694463088e-12,9.436503099816639,0.16953815109106013,0.006252145486191813,NA,0.3242738466072301,0.03297799171837847,NA,NA,0.16232396340725871,0.43966167574860177,0.5216093638087825,NA,7.115258538907982e-14,NA,NA,451.69431511752356,0.22779197692535,3.1006746051502776,0.08306798921505912,NA,5.11249467525119,5.9523019007601785e-12,0.3139795436335187,256.73203341356924,NA,1.1015118606229454e-07,7.633015203968782e-09,0.24821647601914706,NA,NA,18.700430913633195,0.5195758017328672
848,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.6150581587647357e-07,NA,NA,9.471166635529435,0.0,NA,NA,NA,1.527689150744164,NA,104.5632597653631,0.0,NA,NA,NA,NA,3056399.9999999413,NA,NA,NA,NA,2282.742203882834,NA,NA,NA,39682.94935361157,7096.3445359857105,NA,NA
848,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.463864745108394,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.39776923507494,NA
848,1,MS,roots,0.7545771360530213,0.2442150397256369,0.4207579529077242,1.4061340779854401e-12,9.407282012036575,0.22405007066240312,0.006237353864847461,NA,0.29401227279578973,0.02946746757524805,NA,NA,0.14545110385052717,0.3855141123404159,0.4740540925407966,NA,2.345217177615498e-14,NA,NA,450.48274155704195,0.2485677676788004,3.7728856802651065,0.07422535913160717,NA,4.957465496509003,4.2815920650769856e-12,0.31323650444760476,256.23643444709995,NA,1.0989284027173155e-07,6.6929533392433325e-09,0.4561303289800648,NA,NA,16.69622377434563,0.46893084422156495
849,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.9595169481145688e-07,NA,NA,11.559370112694364,0.0,NA,NA,NA,1.5209179625041718,NA,127.61737453583194,0.0,NA,NA,NA,NA,3059999.9999999413,NA,NA,NA,NA,2284.2715531477525,NA,NA,NA,39698.13538441417,7096.3445359857105,NA,NA
849,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5028834916926126,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.57248000836029,NA
849,1,MS,roots,0.9317107997154,0.23968206941688297,0.4199456799450611,1.0146181159058066e-12,9.428927215548649,0.2696344607734922,0.006237353864847461,NA,0.29578330003653713,0.029737984298097958,NA,NA,0.14640328849270554,0.3855141123404159,0.47690962881992555,NA,2.5126184077983973e-14,NA,NA,450.390724112385,0.25035853568682437,4.658553998577,0.07490676145616613,NA,4.865448051852057,3.089449962246519e-12,0.31323650444760476,255.74177017204056,NA,1.0989284027173155e-07,6.6929533392433325e-09,0.4561303289800648,NA,NA,16.812355818171717,0.4719245728273407
850,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,2.4064456604375286e-07,NA,NA,14.30600397727495,0.0,NA,NA,NA,1.4933767901480188,NA,157.94067063170183,0.0,NA,NA,NA,NA,3063599.9999999455,NA,NA,NA,NA,2285.78380953513,NA,NA,NA,39716.75098912333,7096.3445359857105,NA,NA
850,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5130147218259205,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.93921235330359,NA
850,1,MS,roots,1.171099987885691,0.3284011817452065,0.6092901244810827,9.142571007134085e-13,9.40830456799463,0.3459316820848597,0.006222506132324449,NA,0.2756828508608328,0.027473153251520156,NA,NA,0.1353662617644334,0.3481596865614109,0.4455613467315795,NA,1.1515018414755378e-14,NA,NA,449.04725791798205,0.24966328805392843,5.855499939428454,0.06920189735899283,NA,4.582534180521384,1.9136415975449195e-12,0.312490668417217,255.0623727768707,NA,1.0963277655666166e-07,6.044439002802273e-09,0.6635524282068792,NA,NA,15.513484312714347,0.43852226587678633
851,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,2.952940749407305e-07,NA,NA,17.72301621621883,0.0,NA,NA,NA,1.4508065076305976,NA,195.66505582220074,0.0,NA,NA,NA,NA,3067199.9999999455,NA,NA,NA,NA,2287.255777760737,NA,NA,NA,39739.91287394455,7096.3445359857105,NA,NA
851,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.527911029242675,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6049578213519,NA
851,1,MS,roots,1.4795594716433593,0.3128279120477816,0.6076667124470304,5.687537664803957e-13,9.438780454677252,0.39687883193970624,0.006222506132324449,NA,0.287436658353035,0.028895080827302036,NA,NA,0.14172773241304815,0.3481596865614109,0.4645579665035255,NA,1.8567791092813985e-14,NA,NA,448.82994737021943,0.24735115358608328,7.397797358216796,0.07278357891008069,NA,4.36522363275881,1.190464766910694e-12,0.312490668417217,254.382776458528,NA,1.0963277655666166e-07,6.044439002802273e-09,0.6635524282068792,NA,NA,16.273500756197855,0.45805947159338517
852,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,3.5181612206493016e-07,NA,NA,21.32667122975143,0.0,NA,NA,NA,1.5089939902865661,NA,235.45000838245085,0.0,NA,NA,NA,NA,3070799.9999999474,NA,NA,NA,NA,2288.7464971588342,NA,NA,NA,39768.32062039378,7096.3445359857105,NA,NA
852,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7109075546705976,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.80168124032465,NA
852,1,MS,roots,1.818390569279377,0.2979618786309337,0.6186713444968949,3.568082697383673e-13,9.418620941145274,0.46888859670025557,0.006207668954177656,NA,0.2799602787395583,0.028061504798267554,NA,NA,0.1375878024536266,0.3374149226656347,0.45355631333548224,NA,1.4105107730918256e-14,NA,NA,447.47770313725033,0.262761214213828,9.091952846396884,0.07068389117951525,NA,4.07277783884635,7.315705051186364e-13,0.3117453687981388,253.6946289545886,NA,1.0937173394602595e-07,5.857897962945048e-09,0.6774016145209729,NA,NA,15.794585035862118,0.4456095859914525
853,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,3.9835980961053417e-07,NA,NA,24.34873876983379,0.0,NA,NA,NA,1.5088431990394597,NA,268.8141382074605,0.0,NA,NA,NA,NA,3074399.9999999455,NA,NA,NA,NA,2290.257836076177,NA,NA,NA,39801.45785053977,7096.3445359857105,NA,NA
853,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8018789134308753,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.69858619252166,NA
853,1,MS,roots,2.1138889672281556,0.28278520125944356,0.6169865076066988,2.219606379775426e-13,9.449619188670024,0.4716402785620638,0.006207668954177656,NA,0.30335769625774156,0.030843374809413227,NA,NA,0.15040683827447218,0.3374149226656347,0.4914618565035915,NA,3.553431939379354e-14,NA,NA,447.27025634724504,0.26752197685298273,10.569444836140777,0.07769112042673357,NA,3.8653310488410835,4.550899455350404e-13,0.3117453687981388,253.00373859170153,NA,1.0937173394602595e-07,5.857897962945048e-09,0.6774016145209729,NA,NA,17.32439113075959,0.484607909341627
854,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.418281416421349e-07,NA,NA,27.216831636050415,0.0,NA,NA,NA,1.6580313180009079,NA,300.47836194483847,0.0,NA,NA,NA,NA,3077999.9999999474,NA,NA,NA,NA,2291.8625252757556,NA,NA,NA,39839.10506616717,7096.3445359857105,NA,NA
854,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.138012164048001,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.1129866062688,NA
854,1,MS,roots,2.4044658983272753,0.26117985924815373,0.6084820949802721,1.3803757170262834e-13,9.429356689352788,0.49754125670211446,0.006192921228533335,NA,0.30510442207012817,0.031064423944524355,NA,NA,0.1513343512602849,0.35824004808278753,0.49546909273328305,NA,3.904100889458148e-14,NA,NA,445.96166552079376,0.2991461640880106,12.022329491636375,0.07824791925572885,NA,3.6101491969840565,2.86202904429773e-13,0.3110045504747778,252.32165522591694,NA,1.0911087907934858e-07,6.219445279215063e-09,0.6698703843308716,NA,NA,17.44675545010913,0.4875031972749374
855,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.6905790505769874e-07,NA,NA,29.036449530862814,0.0,NA,NA,NA,1.6826174297739787,NA,320.5672470770275,0.0,NA,NA,NA,NA,3081599.999999947,NA,NA,NA,NA,2293.53854982235,NA,NA,NA,39879.91531594892,7096.3445359857105,NA,NA
855,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.252642646166529,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.42154619253847,NA
855,1,MS,roots,2.594179718411095,0.2504707221556451,0.6068263706896782,9.427878415385347e-14,9.46001372681807,0.45961641072823856,0.006192921228533335,NA,0.3361507653385288,0.03484856454125905,NA,NA,0.16876899997262718,0.35824004808278753,0.5458862693428861,NA,1.2123214893279523e-13,NA,NA,445.81363885906643,0.3070093379717174,12.970898592055475,0.0877797595497709,NA,3.462122535256749,1.9547476471890697e-13,0.3110045504747778,251.63506954484782,NA,1.0911087907934858e-07,6.219445279215063e-09,0.6698703843308716,NA,NA,19.541008227679566,0.539768329852415
856,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.830747144129634e-07,NA,NA,29.980120003487972,0.0,NA,NA,NA,1.7148937962590787,NA,330.9855265307805,0.0,NA,NA,NA,NA,3085199.9999999464,NA,NA,NA,NA,2295.2453708027947,NA,NA,NA,39922.88300176637,7096.3445359857105,NA,NA
856,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3367585047473827,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.81744672182944,NA
856,1,MS,roots,2.6942637573203383,0.21357183638714214,0.5437748696951104,6.422455844909912e-14,9.437284777326195,0.4470640715148823,0.006178319657637107,NA,0.3398639455491099,0.03530848057495248,NA,NA,0.17086638792586561,0.4018362398703384,0.5532209922810555,NA,1.4192636519084244e-13,NA,NA,444.59476725167497,0.314741220790119,13.47131878660169,0.08893823822406166,NA,3.286220277595943,1.4823306049995298e-13,0.31027104853756515,251.0111866997195,NA,1.0885159266617223e-07,6.976323608860043e-09,0.6017603314867608,NA,NA,19.804642682415132,0.546038814049928
857,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.820942512327664e-07,NA,NA,29.913955154976506,0.0,NA,NA,NA,1.6946807700272397,NA,330.25505556469204,0.0,NA,NA,NA,NA,3088799.999999947,NA,NA,NA,NA,2296.952951855348,NA,NA,NA,39966.32434318771,7096.3445359857105,NA,NA
857,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29483827815384,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.390295217964,NA
857,1,MS,roots,2.6872080155307416,0.20938255056457106,0.5424126377132162,7.05657716659269e-14,9.465005616222324,0.3932832378401476,0.006178319657637107,NA,0.37137738750767924,0.03929295733555928,NA,NA,0.18910254249121974,0.4018362398703384,0.6045176886762663,NA,4.0838964879961385e-13,NA,NA,444.53030689842024,0.31090306461473977,13.436040077653708,0.09897470361601833,NA,3.221759924341205,1.628688550482037e-13,0.31027104853756515,250.38236862556454,NA,1.0885159266617223e-07,6.976323608860043e-09,0.6017603314867608,NA,NA,22.01349627904638,0.5997728873344582
858,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.6466117031497173e-07,NA,NA,28.741427561800204,0.0,NA,NA,NA,1.7024809429233871,NA,317.31015531899004,0.0,NA,NA,NA,NA,3092399.999999948,NA,NA,NA,NA,2298.6570300473495,NA,NA,NA,40009.035737244085,7096.3445359857105,NA,NA
858,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.258018762585041,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.66043342425831,NA
858,1,MS,roots,2.563130232792161,0.14170711074944736,0.3744924910198943,5.688571018112657e-14,9.434846805091663,0.36890514908185223,0.006163875020703286,NA,0.3696701348349928,0.039062938291971834,NA,NA,0.18810933567232402,0.4498914413701152,0.6031492864671375,NA,3.974407560317574e-13,NA,NA,443.42911789620905,0.3100660742371221,12.815651163960803,0.09839531055912301,NA,3.152330703117186,1.8981676694719832e-13,0.30954540192542174,249.92200559705222,NA,1.085948669881478e-07,7.810615301564502e-09,0.41623262305957415,NA,NA,21.902199383847268,0.5968424087992886
859,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,4.3028161668791765e-07,NA,NA,26.450611599522347,0.0,NA,NA,NA,1.664358686911212,NA,292.0191649102979,0.0,NA,NA,NA,NA,3095999.9999999474,NA,NA,NA,NA,2300.3434178024904,NA,NA,NA,40049.07072511544,7096.3445359857105,NA,NA
859,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1018466169815477,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.68949239692463,NA
