t,air_temperature,humidity,ambient_CO2,Wind,PARi,
1401,17,0.62,360,2.8,1548.666667,
1402,17,0.57,360,2.8,1739.444444,
1403,17,0.55,360,2.8,1548.666667,
1404,17,0.53,360,2.8,1795.555556,
1405,17,0.43,360,2.8,1582.333333,
1406,17,0.33,360,2.8,1464.5,
1407,17,0.4,360,2.8,1189.555556,
1408,17,0.39,360,2.8,892.1666667,
1409,17,0.44,360,2.8,538.6666667,
1410,17,0.5,360,2.8,207.6111111,
1411,17,0.59,360,2.8,11.22222222,
1412,17,0.64,360,2.8,0,
1413,17,0.68,360,2.8,0,
1414,17,0.77,360,2.8,0,
1415,17,0.78,360,2.8,0,
1416,17,0.83,360,2.8,0,
1417,17,0.83,360,2.8,0,
1418,17,0.76,360,2.8,0,
1419,17,0.8,360,2.8,0,
1420,17,0.9,360,2.8,67.33333333,
1421,17,0.72,360,2.8,336.6666667,
1422,17,0.68,360,2.8,667.7222222,
1423,17,0.67,360,2.8,1026.833333,
1424,17,0.63,360,2.8,1290.555556,
1425,17,0.62,360,2.8,1548.666667,
1426,17,0.57,360,2.8,1739.444444,
1427,17,0.55,360,2.8,1548.666667,
1428,17,0.53,360,2.8,1795.555556,
1429,17,0.43,360,2.8,1582.333333,
1430,17,0.33,360,2.8,1464.5,
1431,17,0.4,360,2.8,1189.555556,
1432,17,0.39,360,2.8,892.1666667,
1433,17,0.44,360,2.8,538.6666667,
1434,17,0.5,360,2.8,207.6111111,
1435,17,0.59,360,2.8,11.22222222,
1436,17,0.64,360,2.8,0,
1437,17,0.68,360,2.8,0,
1438,17,0.77,360,2.8,0,
1439,17,0.78,360,2.8,0,
1440,17,0.83,360,2.8,0,
1441,17,0.83,360,2.8,0,
1442,17,0.76,360,2.8,0,
1443,17,0.8,360,2.8,0,
1444,17,0.9,360,2.8,67.33333333,
1445,17,0.72,360,2.8,336.6666667,
1446,17,0.68,360,2.8,667.7222222,
1447,17,0.67,360,2.8,1026.833333,
1448,17,0.63,360,2.8,1290.555556,
1449,17,0.62,360,2.8,1548.666667,
1450,17,0.57,360,2.8,1739.444444,
1451,17,0.55,360,2.8,1548.666667,
1452,17,0.53,360,2.8,1795.555556,
1453,17,0.43,360,2.8,1582.333333,
1454,17,0.33,360,2.8,1464.5,
1455,17,0.4,360,2.8,1189.555556,
1456,17,0.39,360,2.8,892.1666667,
1457,17,0.44,360,2.8,538.6666667,
1458,17,0.5,360,2.8,207.6111111,
1459,17,0.59,360,2.8,11.22222222,
1460,17,0.64,360,2.8,0,
1461,17,0.68,360,2.8,0,
1462,17,0.77,360,2.8,0,
1463,17,0.78,360,2.8,0,
1464,17,0.83,360,2.8,0,
1465,17,0.83,360,2.8,0,
1466,17,0.76,360,2.8,0,
1467,17,0.8,360,2.8,0,
1468,17,0.9,360,2.8,67.33333333,
1469,17,0.72,360,2.8,336.6666667,
1470,17,0.68,360,2.8,667.7222222,
1471,17,0.67,360,2.8,1026.833333,
1472,17,0.63,360,2.8,1290.555556,
1473,17,0.62,360,2.8,1548.666667,
1474,17,0.57,360,2.8,1739.444444,
1475,17,0.55,360,2.8,1548.666667,
1476,17,0.53,360,2.8,1795.555556,
1477,17,0.43,360,2.8,1582.333333,
1478,17,0.33,360,2.8,1464.5,
1479,17,0.4,360,2.8,1189.555556,
1480,17,0.39,360,2.8,892.1666667,
1481,17,0.44,360,2.8,538.6666667,
1482,17,0.5,360,2.8,207.6111111,
1483,17,0.59,360,2.8,11.22222222,
1484,17,0.64,360,2.8,0,
1485,17,0.68,360,2.8,0,
1486,17,0.77,360,2.8,0,
1487,17,0.78,360,2.8,0,
1488,17,0.83,360,2.8,0,
1489,17,0.83,360,2.8,0,
1490,17,0.76,360,2.8,0,
1491,17,0.8,360,2.8,0,
1492,17,0.9,360,2.8,67.33333333,
1493,17,0.72,360,2.8,336.6666667,
1494,17,0.68,360,2.8,667.7222222,
1495,17,0.67,360,2.8,1026.833333,
1496,17,0.63,360,2.8,1290.555556,
1497,17,0.62,360,2.8,1548.666667,
1498,17,0.57,360,2.8,1739.444444,
1499,17,0.55,360,2.8,1548.666667,
1500,17,0.53,360,2.8,1795.555556,
1501,17,0.43,360,2.8,1582.333333,
1502,17,0.33,360,2.8,1464.5,
1503,17,0.4,360,2.8,1189.555556,
1504,17,0.39,360,2.8,892.1666667,
1505,17,0.44,360,2.8,538.6666667,
1506,17,0.5,360,2.8,207.6111111,
1507,17,0.59,360,2.8,11.22222222,
1508,17,0.64,360,2.8,0,
1509,17,0.68,360,2.8,0,
1510,17,0.77,360,2.8,0,
1511,17,0.78,360,2.8,0,
1512,17,0.83,360,2.8,0,
1513,17,0.83,360,2.8,0,
1514,17,0.76,360,2.8,0,
1515,17,0.8,360,2.8,0,
1516,17,0.9,360,2.8,67.33333333,
1517,17,0.72,360,2.8,336.6666667,
1518,17,0.68,360,2.8,667.7222222,
1519,17,0.67,360,2.8,1026.833333,
1520,17,0.63,360,2.8,1290.555556,
1521,17,0.62,360,2.8,1548.666667,
1522,17,0.57,360,2.8,1739.444444,
1523,17,0.55,360,2.8,1548.666667,
1524,17,0.53,360,2.8,1795.555556,
1525,17,0.43,360,2.8,1582.333333,
1526,17,0.33,360,2.8,1464.5,
1527,17,0.4,360,2.8,1189.555556,
1528,17,0.39,360,2.8,892.1666667,
1529,17,0.44,360,2.8,538.6666667,
1530,17,0.5,360,2.8,207.6111111,
1531,17,0.59,360,2.8,11.22222222,
1532,17,0.64,360,2.8,0,
1533,17,0.68,360,2.8,0,
1534,17,0.77,360,2.8,0,
1535,17,0.78,360,2.8,0,
1536,17,0.83,360,2.8,0,
1537,17,0.83,360,2.8,0,
1538,17,0.76,360,2.8,0,
1539,17,0.8,360,2.8,0,
1540,17,0.9,360,2.8,67.33333333,
1541,17,0.72,360,2.8,336.6666667,
1542,17,0.68,360,2.8,667.7222222,
1543,17,0.67,360,2.8,1026.833333,
1544,17,0.63,360,2.8,1290.555556,
1545,17,0.62,360,2.8,1548.666667,
1546,17,0.57,360,2.8,1739.444444,
1547,17,0.55,360,2.8,1548.666667,
1548,17,0.53,360,2.8,1795.555556,
1549,17,0.43,360,2.8,1582.333333,
1550,17,0.33,360,2.8,1464.5,
1551,17,0.4,360,2.8,1189.555556,
1552,17,0.39,360,2.8,892.1666667,
1553,17,0.44,360,2.8,538.6666667,
1554,17,0.5,360,2.8,207.6111111,
1555,17,0.59,360,2.8,11.22222222,
1556,17,0.64,360,2.8,0,
1557,17,0.68,360,2.8,0,
1558,17,0.77,360,2.8,0,
1559,17,0.78,360,2.8,0,
1560,17,0.83,360,2.8,0,
1561,17,0.83,360,2.8,0,
1562,17,0.76,360,2.8,0,
1563,17,0.8,360,2.8,0,
1564,17,0.9,360,2.8,67.33333333,
1565,17,0.72,360,2.8,336.6666667,
1566,17,0.68,360,2.8,667.7222222,
1567,17,0.67,360,2.8,1026.833333,
1568,17,0.63,360,2.8,1290.555556,
1569,17,0.62,360,2.8,1548.666667,
1570,17,0.57,360,2.8,1739.444444,
1571,17,0.55,360,2.8,1548.666667,
1572,17,0.53,360,2.8,1795.555556,
1573,17,0.43,360,2.8,1582.333333,
1574,17,0.33,360,2.8,1464.5,
1575,17,0.4,360,2.8,1189.555556,
1576,17,0.39,360,2.8,892.1666667,
1577,17,0.44,360,2.8,538.6666667,
1578,17,0.5,360,2.8,207.6111111,
1579,17,0.59,360,2.8,11.22222222,
1580,17,0.64,360,2.8,0,
1581,17,0.68,360,2.8,0,
1582,17,0.77,360,2.8,0,
1583,17,0.78,360,2.8,0,
1584,17,0.83,360,2.8,0,
1585,17,0.83,360,2.8,0,
1586,17,0.76,360,2.8,0,
1587,17,0.8,360,2.8,0,
1588,17,0.9,360,2.8,67.33333333,
1589,17,0.72,360,2.8,336.6666667,
1590,17,0.68,360,2.8,667.7222222,
1591,17,0.67,360,2.8,1026.833333,
1592,17,0.63,360,2.8,1290.555556,
1593,17,0.62,360,2.8,1548.666667,
1594,17,0.57,360,2.8,1739.444444,
1595,17,0.55,360,2.8,1548.666667,
1596,17,0.53,360,2.8,1795.555556,
1597,17,0.43,360,2.8,1582.333333,
1598,17,0.33,360,2.8,1464.5,
1599,17,0.4,360,2.8,1189.555556,
1600,17,0.39,360,2.8,892.1666667,
1601,17,0.44,360,2.8,538.6666667,
1602,17,0.5,360,2.8,207.6111111,
1603,17,0.59,360,2.8,11.22222222,
1604,17,0.64,360,2.8,0,
