t,plant,axis,metamer,AA_consumption_mstruct,D_Fructan,D_Proteins,LSIW,LSSW,Nstruct,Respi_growth,SSLW,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,amino_acids,delta_internode_L,delta_internode_distance_to_emerge,delta_internode_pseudo_age,delta_leaf_L,delta_leaf_pseudo_age,delta_leaf_pseudostem_length,fructan,hiddenzone_age,internode_L,internode_Lmax,internode_Lmax_lig,internode_distance_to_emerge,internode_enclosed_Nstruct,internode_enclosed_mstruct,internode_is_growing,internode_is_remobilizing,internode_is_visible,internode_pseudo_age,is_over,lamina_Lmax,leaf_L,leaf_Lmax,leaf_Lmax_em,leaf_Wmax,leaf_enclosed_Nstruct,leaf_enclosed_mstruct,leaf_is_emerged,leaf_is_growing,leaf_is_remobilizing,leaf_pseudo_age,leaf_pseudostem_length,mean_conc_sucrose,mstruct,nb_replications,proteins,ratio_DZ,sheath_Lmax,sucrose,sucrose_consumption_mstruct
77,1,MS,7,0.00000138,0.00571995,4.75237753,NA,NA,0.00000001,0.00004608,NA,47.92734565,69.01334470,0.00009009,0.00014221,0.00009667,0.00000000,0.00000000,0.00000000,0.00000085,0.00000000,0.00000000,0.00571995,1780976.69253780,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00038738,NA,NA,NA,0.00000001,0.00000140,False,True,False,0.00000000,0.02900000,NA,0.00000140,3.00000000,0.02880019,1.00000000,NA,0.00369777,0.00013825
77,1,MS,8,0.00000052,0.00249760,4.88001887,NA,NA,0.00000000,0.00001735,NA,47.92740001,69.01574287,0.00003863,0.00006204,0.00004154,0.00000000,0.00000000,0.00000000,0.00000040,0.00000000,0.00000000,0.00249760,1233056.69253780,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00019619,NA,NA,NA,0.00000000,0.00000060,False,True,False,0.00000000,0.02900000,NA,0.00000060,3.00000000,0.01270546,1.00000000,NA,0.00158864,0.00005205
77,1,MS,9,0.00000017,0.00094320,5.00116510,NA,NA,0.00000000,0.00000580,NA,47.92744805,69.01780186,0.00001438,0.00002348,0.00001549,0.00000000,0.00000000,0.00000000,0.00000017,0.00000000,0.00000000,0.00094320,685136.69253780,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00008555,NA,NA,NA,0.00000000,0.00000022,False,True,False,0.00000000,0.02900000,NA,0.00000022,3.00000000,0.00485680,1.00000000,NA,0.00059257,0.00001741
77,1,MS,10,0.00000010,0.00065163,5.14116928,NA,NA,0.00000000,0.00000332,NA,47.92746189,69.01844677,0.00000975,0.00001622,0.00001053,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,0.00000000,0.00065163,137216.69253780,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00006009,NA,NA,NA,0.00000000,0.00000015,False,True,False,0.00000000,0.02900000,NA,0.00000015,3.00000000,0.00339317,1.00000000,NA,0.00040272,0.00000997
78,1,MS,3,0.00380737,2.26520463,1.05312425,1.00000000,0.09000000,0.00001086,0.12726763,22.00000000,0.03291271,21.27168666,0.02248108,-0.08730221,0.14971557,0.00000000,0.00000000,0.00000000,0.00011218,1257.43558438,0.00000000,7.06643862,3973914.12812218,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1002474.12812218,False,0.09782330,0.10556244,0.12857895,0.12280000,0.00400000,0.00001085,0.00218077,True,True,False,1708474.12812218,0.02895000,1800.00000000,0.00218209,1.00000000,10.46878589,0.00000000,0.03075565,5.70257859,0.38180289
78,1,MS,4,0.00217281,2.26535111,1.60533391,NA,0.15794247,0.00000424,0.07262966,18.28892770,45.20750851,30.90558441,0.02450154,0.04333282,0.05810240,0.00000004,-0.00000000,0.00000000,0.00009316,1257.43558438,-0.00000005,5.59965054,3425994.12812218,0.00001393,NA,NA,0.02895000,0.00000000,0.00000022,True,False,False,0.00000000,False,0.10025739,0.03601945,0.13464567,0.13310000,0.00467028,0.00000423,0.00084692,True,True,False,895474.12812218,0.02893611,1832.84947739,0.00084714,1.50000000,6.19532797,0.21934107,0.03438828,2.21372842,0.21788899
78,1,MS,5,0.00008483,0.08183782,2.74179817,NA,NA,0.00000014,0.00283546,NA,45.20808267,65.22623965,0.00168450,0.00176005,0.00185845,0.00000021,-0.00000005,0.00000000,0.00002050,1257.43558438,-0.00000028,0.08183782,2878074.12812218,0.00006966,NA,NA,0.02893611,0.00000000,0.00000032,True,False,False,0.00000000,False,0.10325392,0.00362332,0.14416048,0.14405987,NA,0.00000013,0.00002677,False,True,False,99396.06288260,0.02886666,1945.79089105,0.00002709,2.00000000,0.33837186,1.00000000,0.04080595,0.07079337,0.00850637
78,1,MS,6,0.00000393,0.01698274,4.42952923,NA,NA,0.00000002,0.00013136,NA,45.20819582,65.23791032,0.00025182,0.00035758,0.00028559,0.00000000,0.00000000,0.00000000,0.00000189,0.00000000,0.00000000,0.01698274,2330154.12812218,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00091169,NA,NA,NA,0.00000002,0.00000416,False,True,False,0.00000000,0.02900000,2584.58591306,0.00000416,2.50000000,0.08398714,1.00000000,NA,0.01087654,0.00039409
78,1,MS,7,0.00000124,0.00578292,4.51361973,NA,NA,0.00000001,0.00004143,NA,45.20827690,65.24177989,0.00008488,0.00012217,0.00009640,0.00000000,0.00000000,0.00000000,0.00000077,0.00000000,0.00000000,0.00578292,1782234.12812218,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00038815,NA,NA,NA,0.00000001,0.00000140,False,True,False,0.00000000,0.02900000,NA,0.00000140,3.00000000,0.02888562,1.00000000,NA,0.00367108,0.00012430
78,1,MS,8,0.00000047,0.00252464,4.63587997,NA,NA,0.00000000,0.00001559,NA,45.20832189,65.24396129,0.00003638,0.00005338,0.00004140,0.00000000,0.00000000,0.00000000,0.00000036,0.00000000,0.00000000,0.00252464,1234314.12812218,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00019655,NA,NA,NA,0.00000000,0.00000060,False,True,False,0.00000000,0.02900000,NA,0.00000060,3.00000000,0.01274208,1.00000000,NA,0.00157669,0.00004678
78,1,MS,9,0.00000016,0.00095328,4.75166999,NA,NA,0.00000000,0.00000521,NA,45.20836180,65.24583361,0.00001354,0.00002023,0.00001544,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00095328,686394.12812218,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00008570,NA,NA,NA,0.00000000,0.00000022,False,True,False,0.00000000,0.02900000,NA,0.00000022,3.00000000,0.00487043,1.00000000,NA,0.00058798,0.00001564
78,1,MS,10,0.00000009,0.00065847,4.88577905,NA,NA,0.00000000,0.00000299,NA,45.20837318,65.24642043,0.00000918,0.00001400,0.00001049,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00065847,138474.12812218,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00006019,NA,NA,NA,0.00000000,0.00000015,False,True,False,0.00000000,0.02900000,NA,0.00000015,3.00000000,0.00340241,1.00000000,NA,0.00039948,0.00000896
79,1,MS,3,0.00339468,2.11829760,0.97317532,1.00000000,0.09000000,0.00001087,0.11347289,22.00000000,0.02030864,19.56131614,0.01977413,-0.09969493,0.14877248,0.00000000,0.00000000,0.00000000,0.00010001,1123.25190086,0.00000000,7.03956150,3975037.38002304,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1003597.38002304,False,0.09782805,0.10566245,0.12858518,0.12280000,0.00400000,0.00001086,0.00218183,True,True,False,1709597.38002304,0.02895000,1800.00000000,0.00218315,1.00000000,10.46892156,0.00000000,0.03075714,5.63803899,0.34041867
79,1,MS,4,0.00194796,2.11843668,1.48011898,NA,0.15794247,0.00000425,0.06511378,18.28892770,41.47010068,28.39986950,0.02250319,0.03508493,0.05793433,0.00000004,0.00000000,0.00000000,0.00008325,1123.25190086,-0.00000004,5.61766482,3427117.38002304,0.00001397,NA,NA,0.02895000,0.00000000,0.00000022,True,False,False,0.00000000,False,0.10026125,0.03610270,0.13465086,0.13310000,0.00467028,0.00000425,0.00085023,True,True,False,896597.38002304,0.02893607,1832.84947739,0.00085045,1.50000000,6.20258847,0.21882480,0.03438961,2.19615979,0.19534135
79,1,MS,5,0.00007625,0.08294963,2.52670846,NA,NA,0.00000014,0.00254893,NA,41.47052945,59.98129873,0.00155848,0.00149438,0.00186038,0.00000019,-0.00000004,0.00000000,0.00001837,1123.25190086,-0.00000025,0.08294963,2879197.38002304,0.00006985,NA,NA,0.02893607,0.00000000,0.00000032,True,False,False,0.00000000,False,0.10325392,0.00364168,0.14416163,0.14405987,NA,0.00000013,0.00002698,False,True,False,100519.31478346,0.02886641,1946.62705547,0.00002730,2.00000000,0.33994351,1.00000000,0.04080595,0.07050924,0.00764678
79,1,MS,6,0.00000351,0.01715418,4.09689887,NA,NA,0.00000002,0.00011745,NA,41.47061473,59.99152085,0.00023162,0.00031058,0.00028432,0.00000000,0.00000000,0.00000000,0.00000169,0.00000000,0.00000000,0.01715418,2331277.38002304,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00091338,NA,NA,NA,0.00000002,0.00000417,False,True,False,0.00000000,0.02900000,2584.90611318,0.00000417,2.50000000,0.08422077,1.00000000,NA,0.01077357,0.00035236
79,1,MS,7,0.00000111,0.00584078,4.17508905,NA,NA,0.00000001,0.00003704,NA,41.47068168,59.99489509,0.00007806,0.00010621,0.00009596,0.00000000,0.00000000,0.00000000,0.00000069,0.00000000,0.00000000,0.00584078,1783357.38002304,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00038884,NA,NA,NA,0.00000001,0.00000141,False,True,False,0.00000000,0.02900000,NA,0.00000141,3.00000000,0.02896436,1.00000000,NA,0.00363576,0.00011111
79,1,MS,8,0.00000042,0.00254948,4.28901898,NA,NA,0.00000000,0.00001393,NA,41.47071878,59.99679753,0.00003345,0.00004647,0.00004120,0.00000000,0.00000000,0.00000000,0.00000032,0.00000000,0.00000000,0.00254948,1235437.38002304,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00019687,NA,NA,NA,0.00000000,0.00000060,False,True,False,0.00000000,0.02900000,NA,0.00000060,3.00000000,0.01277582,1.00000000,NA,0.00156109,0.00004180
79,1,MS,9,0.00000014,0.00096254,4.39671563,NA,NA,0.00000000,0.00000466,NA,41.47075176,59.99842998,0.00001245,0.00001763,0.00001536,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00096254,687517.38002304,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00008584,NA,NA,NA,0.00000000,0.00000023,False,True,False,0.00000000,0.02900000,NA,0.00000023,3.00000000,0.00488299,1.00000000,NA,0.00058204,0.00001398
79,1,MS,10,0.00000008,0.00066477,4.52169347,NA,NA,0.00000000,0.00000267,NA,41.47076110,59.99894192,0.00000844,0.00001221,0.00001043,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000000,0.00066477,139597.38002304,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00006028,NA,NA,NA,0.00000000,0.00000015,False,True,False,0.00000000,0.02900000,NA,0.00000015,3.00000000,0.00341092,1.00000000,NA,0.00039534,0.00000800
80,1,MS,3,0.00305238,2.10692790,0.95616792,1.00000000,0.09000000,0.00001087,0.10203087,22.00000000,0.01914585,19.09900453,0.01929967,-0.10084636,0.14762985,0.00000000,0.00000000,0.00000000,0.00008991,1011.95669214,0.00000000,7.01432615,3976049.33671517,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1004609.33671517,False,0.09783224,0.10575237,0.12859069,0.12280000,0.00400000,0.00001086,0.00218278,True,True,False,1710609.33671517,0.02895000,1800.00000000,0.00218410,1.00000000,10.47223512,0.00000000,0.03075846,5.56987259,0.30609260
80,1,MS,4,0.00176040,2.10706454,1.45127641,NA,0.15794247,0.00000427,0.05884440,18.28892770,40.41236124,27.71042084,0.02193445,0.03198122,0.05766614,0.00000003,0.00000000,0.00000000,0.00007501,1011.95669214,-0.00000004,5.63664813,3428129.33671517,0.00001400,NA,NA,0.02895000,0.00000000,0.00000022,True,False,False,0.00000000,False,0.10026467,0.03617771,0.13465545,0.13310000,0.00467028,0.00000427,0.00085321,True,True,False,897609.33671517,0.02893603,1832.84947739,0.00085343,1.50000000,6.21085639,0.21835937,0.03439078,2.17626674,0.17653321
80,1,MS,5,0.00006907,0.08404715,2.47660097,NA,NA,0.00000014,0.00230864,NA,40.41274166,58.56374006,0.00152960,0.00140432,0.00185836,0.00000017,-0.00000004,0.00000000,0.00001658,1011.95669214,-0.00000023,0.08404715,2880209.33671517,0.00007002,NA,NA,0.02893603,0.00000000,0.00000032,True,False,False,0.00000000,False,0.10325392,0.00365827,0.14416264,0.14405987,NA,0.00000014,0.00002717,False,True,False,101531.27147559,0.02886618,1947.34380805,0.00002750,2.00000000,0.34148952,1.00000000,0.04080595,0.07011942,0.00692591
80,1,MS,6,0.00000317,0.01732183,4.02815287,NA,NA,0.00000002,0.00010585,NA,40.41281825,58.57366021,0.00022612,0.00029486,0.00028261,0.00000000,0.00000000,0.00000000,0.00000153,0.00000000,0.00000000,0.01732183,2332289.33671517,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00091491,NA,NA,NA,0.00000002,0.00000418,False,True,False,0.00000000,0.02900000,2584.88110797,0.00000418,2.50000000,0.08444939,1.00000000,NA,0.01066127,0.00031754
80,1,MS,7,0.00000100,0.00589737,4.10537901,NA,NA,0.00000001,0.00003337,NA,40.41288140,58.57692140,0.00007619,0.00010088,0.00009537,0.00000000,0.00000000,0.00000000,0.00000062,0.00000000,0.00000000,0.00589737,1784369.33671517,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00038946,NA,NA,NA,0.00000001,0.00000141,False,True,False,0.00000000,0.02900000,NA,0.00000141,3.00000000,0.02904140,1.00000000,NA,0.00359736,0.00010012
80,1,MS,8,0.00000038,0.00257376,4.21812226,NA,NA,0.00000000,0.00001255,NA,40.41291638,58.57876034,0.00003264,0.00004416,0.00004094,0.00000000,0.00000000,0.00000000,0.00000029,0.00000000,0.00000000,0.00257376,1236449.33671517,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00019715,NA,NA,NA,0.00000000,0.00000061,False,True,False,0.00000000,0.02900000,NA,0.00000061,3.00000000,0.01280882,1.00000000,NA,0.00154422,0.00003765
80,1,MS,9,0.00000013,0.00097159,4.32451797,NA,NA,0.00000000,0.00000420,NA,40.41294752,58.58033793,0.00001214,0.00001676,0.00001526,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,0.00000000,0.00097159,688529.33671517,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00008596,NA,NA,NA,0.00000000,0.00000023,False,True,False,0.00000000,0.02900000,NA,0.00000023,3.00000000,0.00489527,1.00000000,NA,0.00057565,0.00001259
80,1,MS,10,0.00000007,0.00067091,4.44820007,NA,NA,0.00000000,0.00000240,NA,40.41295630,58.58083293,0.00000823,0.00001162,0.00001036,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00067091,140609.33671517,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00006036,NA,NA,NA,0.00000000,0.00000015,False,True,False,0.00000000,0.02900000,NA,0.00000015,3.00000000,0.00341924,1.00000000,NA,0.00039090,0.00000720
81,1,MS,3,0.00272171,2.11426320,0.94805611,1.00000000,0.09000000,0.00001087,0.09097780,22.00000000,0.02170928,18.79652036,0.01925046,-0.09619171,0.14634411,0.00000000,0.00000000,0.00000000,0.00008016,904.09475464,0.00000000,6.99257007,3976953.43146981,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1005513.43146981,False,0.09783590,0.10583252,0.12859550,0.12280000,0.00400000,0.00001087,0.00218364,True,True,False,1711513.43146981,0.02895000,1800.00000000,0.00218496,1.00000000,10.47888691,0.00000000,0.03075961,5.50160023,0.27293340
81,1,MS,4,0.00157698,2.11439599,1.43630992,NA,0.15794247,0.00000428,0.05271317,18.28892770,39.72291760,27.25554259,0.02156369,0.03060547,0.05732044,0.00000003,-0.00000000,0.00000000,0.00006700,904.09475464,-0.00000003,5.65618722,3429033.43146981,0.00001403,NA,NA,0.02895000,0.00000000,0.00000022,True,False,False,0.00000000,False,0.10026766,0.03624471,0.13465947,0.13310000,0.00467028,0.00000428,0.00085588,True,True,False,898513.43146981,0.02893600,1832.84947739,0.00085610,1.50000000,6.22027716,0.21794335,0.03439181,2.15546579,0.15813950
81,1,MS,5,0.00006197,0.08513086,2.45053293,NA,NA,0.00000014,0.00207155,NA,39.72327773,57.63641091,0.00151262,0.00136626,0.00185308,0.00000015,-0.00000003,0.00000000,0.00001484,904.09475464,-0.00000020,0.08513086,2881113.43146981,0.00007017,NA,NA,0.02893600,0.00000000,0.00000033,True,False,False,0.00000000,False,0.10325392,0.00367311,0.14416354,0.14405987,NA,0.00000014,0.00002734,False,True,False,102435.36623023,0.02886598,1947.95025904,0.00002767,2.00000000,0.34302077,1.00000000,0.04080595,0.06966993,0.00621464
81,1,MS,6,0.00000283,0.01748677,3.99608829,NA,NA,0.00000002,0.00009454,NA,39.72335087,57.64617722,0.00022254,0.00028775,0.00028057,0.00000000,0.00000000,0.00000000,0.00000136,0.00000000,0.00000000,0.01748677,2333193.43146981,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00091627,NA,NA,NA,0.00000002,0.00000419,False,True,False,0.00000000,0.02900000,2584.57376125,0.00000419,2.50000000,0.08467476,1.00000000,NA,0.01054643,0.00028361
81,1,MS,7,0.00000089,0.00595303,4.07298628,NA,NA,0.00000001,0.00002980,NA,39.72341253,57.64937593,0.00007498,0.00009846,0.00009467,0.00000000,0.00000000,0.00000000,0.00000055,0.00000000,0.00000000,0.00595303,1785273.43146981,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00039001,NA,NA,NA,0.00000001,0.00000141,False,True,False,0.00000000,0.02900000,NA,0.00000141,3.00000000,0.02911733,1.00000000,NA,0.00355817,0.00008940
81,1,MS,8,0.00000034,0.00259764,4.18544205,NA,NA,0.00000000,0.00001120,NA,39.72344668,57.65117985,0.00003211,0.00004310,0.00004063,0.00000000,0.00000000,0.00000000,0.00000026,0.00000000,0.00000000,0.00259764,1237353.43146981,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00019741,NA,NA,NA,0.00000000,0.00000061,False,True,False,0.00000000,0.02900000,NA,0.00000061,3.00000000,0.01284134,1.00000000,NA,0.00152706,0.00003361
81,1,MS,9,0.00000011,0.00098049,4.29140889,NA,NA,0.00000000,0.00000375,NA,39.72347710,57.65272706,0.00001194,0.00001636,0.00001514,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,0.00000000,0.00098049,689433.43146981,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00008607,NA,NA,NA,0.00000000,0.00000023,False,True,False,0.00000000,0.02900000,NA,0.00000023,3.00000000,0.00490737,1.00000000,NA,0.00056916,0.00001124
81,1,MS,10,0.00000006,0.00067695,4.41478120,NA,NA,0.00000000,0.00000214,NA,39.72348566,57.65321276,0.00000809,0.00001135,0.00001028,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00067695,141513.43146981,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00006043,NA,NA,NA,0.00000000,0.00000015,False,True,False,0.00000000,0.02900000,NA,0.00000015,3.00000000,0.00342743,1.00000000,NA,0.00038641,0.00000643
82,1,MS,3,0.00244742,2.02970963,0.89970606,1.00000000,0.09000000,0.00001088,0.08180918,22.00000000,0.02594806,17.70403358,0.01780235,-0.08884264,0.14507457,0.00000000,0.00000000,0.00000000,0.00007206,814.54359698,0.00000000,6.97404901,3977767.97506679,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1006327.97506679,False,0.09783912,0.10590458,0.12859974,0.12280000,0.00400000,0.00001087,0.00218440,True,True,False,1712327.97506679,0.02895000,1800.00000000,0.00218572,1.00000000,10.48653126,0.00000000,0.03076062,5.43578726,0.24542754
82,1,MS,4,0.00142406,2.02983070,1.36078435,NA,0.15794247,0.00000429,0.04760167,18.28892770,37.37313382,25.65781515,0.02032314,0.02834993,0.05696289,0.00000003,0.00000000,0.00000000,0.00006034,814.54359698,-0.00000003,5.67470189,3429847.97506679,0.00001406,NA,NA,0.02895000,0.00000000,0.00000022,True,False,False,0.00000000,False,0.10027030,0.03630506,0.13466302,0.13310000,0.00467028,0.00000429,0.00085828,True,True,False,899327.97506679,0.02893597,1832.84947739,0.00085850,1.50000000,6.22966082,0.21756842,0.03439271,2.13490911,0.14280502
82,1,MS,5,0.00005603,0.08615991,2.32134466,NA,NA,0.00000014,0.00187282,NA,37.37345469,54.28641715,0.00143176,0.00128131,0.00184677,0.00000014,-0.00000003,0.00000000,0.00001339,814.54359698,-0.00000018,0.08615991,2881927.97506679,0.00007031,NA,NA,0.02893597,0.00000000,0.00000033,True,False,False,0.00000000,False,0.10325392,0.00368649,0.14416432,0.14405987,NA,0.00000014,0.00002750,False,True,False,103249.90982721,0.02886579,1948.46639992,0.00002783,2.00000000,0.34447072,1.00000000,0.04080595,0.06920262,0.00561847
82,1,MS,6,0.00000255,0.01764242,3.79391434,NA,NA,0.00000002,0.00008510,NA,37.37351983,54.29534230,0.00020974,0.00027092,0.00027851,0.00000000,0.00000000,0.00000000,0.00000123,0.00000000,0.00000000,0.01764242,2334007.97506679,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00091750,NA,NA,NA,0.00000002,0.00000420,False,True,False,0.00000000,0.02900000,2584.04715566,0.00000420,2.50000000,0.08488724,1.00000000,NA,0.01043436,0.00025530
82,1,MS,7,0.00000080,0.00600565,3.86715700,NA,NA,0.00000001,0.00002682,NA,37.37357615,54.29825573,0.00007065,0.00009272,0.00009396,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000,0.00000000,0.00600565,1786087.97506679,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00039051,NA,NA,NA,0.00000001,0.00000142,False,True,False,0.00000000,0.02900000,NA,0.00000142,3.00000000,0.02918891,1.00000000,NA,0.00351996,0.00008047
82,1,MS,8,0.00000030,0.00262021,3.97442982,NA,NA,0.00000000,0.00001008,NA,37.37360732,54.29989894,0.00003025,0.00004060,0.00004032,0.00000000,0.00000000,0.00000000,0.00000023,0.00000000,0.00000000,0.00262021,1238167.97506679,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00019764,NA,NA,NA,0.00000000,0.00000061,False,True,False,0.00000000,0.02900000,NA,0.00000061,3.00000000,0.01287199,1.00000000,NA,0.00151037,0.00003024
82,1,MS,9,0.00000010,0.00098889,4.07537894,NA,NA,0.00000000,0.00000337,NA,37.37363511,54.30130803,0.00001125,0.00001542,0.00001503,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00098889,690247.97506679,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00008617,NA,NA,NA,0.00000000,0.00000023,False,True,False,0.00000000,0.02900000,NA,0.00000023,3.00000000,0.00491877,1.00000000,NA,0.00056286,0.00001011
82,1,MS,10,0.00000006,0.00068266,4.19307012,NA,NA,0.00000000,0.00000193,NA,37.37364292,54.30175056,0.00000762,0.00001069,0.00001020,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,0.00000000,0.00068266,142327.97506679,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00006049,NA,NA,NA,0.00000000,0.00000015,False,True,False,0.00000000,0.02900000,NA,0.00000015,3.00000000,0.00343515,1.00000000,NA,0.00038206,0.00000578
83,1,MS,3,0.00223529,2.07160469,0.90825535,1.00000000,0.09000000,0.00001088,0.07471816,22.00000000,0.03398143,17.72477459,0.01812665,-0.08124315,0.14372762,0.00000000,0.00000000,0.00000000,0.00006580,745.30596071,0.00000000,6.95773893,3978513.28102750,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,1007073.28102750,False,0.09784200,0.10597038,0.12860352,0.12280000,0.00400000,0.00001088,0.00218511,True,True,False,1713073.28102750,0.02895000,1800.00000000,0.00218643,1.00000000,10.49676384,0.00000000,0.03076152,5.37214790,0.22415449
83,1,MS,4,0.00130568,2.07172313,1.37159885,NA,0.15794247,0.00000430,0.04364468,18.28892770,37.39965808,25.67536618,0.02034010,0.02867278,0.05656041,0.00000003,0.00000000,0.00000000,0.00005519,745.30596071,-0.00000003,5.69413101,3430593.28102750,0.00001409,NA,NA,0.02895000,0.00000000,0.00000022,True,False,False,0.00000000,False,0.10027266,0.03636024,0.13466619,0.13310000,0.00467028,0.00000430,0.00086047,True,True,False,900073.28102750,0.02893594,1832.84947739,0.00086069,1.50000000,6.24005647,0.21722529,0.03439352,2.11463816,0.13093405
83,1,MS,5,0.00005142,0.08719356,2.33969008,NA,NA,0.00000014,0.00171864,NA,37.39998657,54.35015494,0.00143937,0.00129868,0.00183850,0.00000013,-0.00000003,0.00000000,0.00001226,745.30596071,-0.00000016,0.08719356,2882673.28102750,0.00007043,NA,NA,0.02893594,0.00000000,0.00000033,True,False,False,0.00000000,False,0.10325392,0.00369876,0.14416503,0.14405987,NA,0.00000014,0.00002764,False,True,False,103995.21578792,0.02886563,1948.91219079,0.00002797,2.00000000,0.34593040,1.00000000,0.04080595,0.06872437,0.00515592
83,1,MS,6,0.00000233,0.01779869,3.83111888,NA,NA,0.00000002,0.00007778,NA,37.40005367,54.35920367,0.00021002,0.00027343,0.00027627,0.00000000,0.00000000,0.00000000,0.00000112,0.00000000,0.00000000,0.01779869,2334753.28102750,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00091862,NA,NA,NA,0.00000002,0.00000420,False,True,False,0.00000000,0.02900000,2583.35046169,0.00000420,2.50000000,0.08510031,1.00000000,NA,0.01032493,0.00023335
83,1,MS,7,0.00000073,0.00605837,3.90527853,NA,NA,0.00000001,0.00002451,NA,37.40011127,54.36214819,0.00007074,0.00009356,0.00009319,0.00000000,0.00000000,0.00000000,0.00000045,0.00000000,0.00000000,0.00605837,1786833.28102750,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00039096,NA,NA,NA,0.00000001,0.00000142,False,True,False,0.00000000,0.02900000,NA,0.00000142,3.00000000,0.02926068,1.00000000,NA,0.00348269,0.00007354
