t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
56,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.54214806,4.33115923,0.00000000,0.20600301,0.00573674,0.07794443,0.02770200,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000107,0.01637594,0.00000000,0.00001750,0.00000000,0.00739670,1.44192727,0.00000000,0.00000000,4.50609987,0.00000000,0.00000000,6.14300000,NA,174.60753588,0.22651370,NA,0.02778993,0.00000000,6.62491408,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.46530046,0,0.00000000,0.00000000,6.84594480,0.01637701,0.00000000,0.00300000
56,1,MS,2,sheath,StemElement,0.00000000,0.00007231,0.00000000,0.00223893,2.87673602,1.91510147,0.66491898,0.00023438,0.00172742,0.02854646,0.00009338,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00027609,0.03216536,0.00000868,0.00000000,0.00364025,1.39020412,0.00000000,0.00000000,0.07987952,0.04972446,0.00000023,5.47299852,NA,174.60753588,0.00377753,NA,0.00157365,0.00001228,0.00223893,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00158954,0.06181628,0,0.00000000,0.00016997,0.11848324,0.00027609,-0.00000001,0.00300000
56,1,MS,3,blade,LeafElement1,0.00000000,0.00359474,0.00000000,0.83002875,3.45268508,7.98522540,1.18753223,0.02099030,0.15197452,NA,0.00464221,0.00000000,0.00002439,0.00000000,NA,0.00000000,0.00000000,0.00000444,0.09554555,0.23371339,0.00002297,0.00000000,0.00958787,1.29572442,0.00000000,0.00000000,27.67473875,0.05264123,0.00001165,5.51617327,0.00400000,94.60753588,0.41778473,NA,0.34206131,0.00061046,0.83002875,0.00022129,0.05000000,0.05699887,True,False,0.07359770,0.00486832,0.00000000,0.00486832,1.00000000,0.04119589,25.51498493,0,0.00000000,0.08625355,14.32369248,0.09554999,-0.00000119,0.00300167
56,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00587926,1.18923796,0.00000000,2.55805133,0.00008217,0.00053137,NA,0.00000000,0.00000000,0.00000031,NA,NA,0.00000000,0.00000000,0.00000000,0.00207145,0.00000000,0.00106266,0.00000000,0.44352475,1.29523016,0.00000000,0.00000000,0.57479702,0.00000000,0.00000000,6.14300000,0.00467028,9.18002682,0.00536847,NA,0.00947302,0.00000000,0.00587926,0.00000342,0.00000000,NA,True,False,0.00465835,0.00006259,0.00000000,0.00006259,1.50000000,0.00000000,0.54707523,0,0.00000000,0.00000000,0.18412549,0.00207145,0.00000000,0.00073465
56,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.37547218,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001286,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
56,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.37547218,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006432,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
57,1,MS,1,blade,LeafElement1,0.00000000,0.00369818,0.00000000,0.02940261,4.46358284,5.08797404,0.86589062,0.03773848,0.30167414,0.06292639,0.00460322,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000743,0.06469967,0.17737687,0.00000177,0.00000000,0.00075813,1.74877876,0.00000000,0.00000000,18.38601222,0.05735634,0.00001120,5.60752266,0.00300000,254.83769221,0.53357857,NA,0.20861621,0.00060509,0.02940261,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.04085608,16.38814794,0,0.00000000,0.04596859,12.47392853,0.06470710,-0.00000107,0.00232481
57,1,MS,1,sheath,StemElement,0.00000000,0.00470025,0.00000000,0.06713579,1.75258666,1.36758369,0.86683353,0.01594058,0.09049567,0.02311376,0.00585052,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000093,0.00950709,0.01962753,0.00000472,0.00000000,0.00199765,1.67053444,0.00000000,0.00000000,2.72916629,0.05301192,0.00001424,5.54340394,NA,254.83769221,0.20741107,NA,0.08695943,0.00076904,0.06713579,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.08705243,1.91104094,0,0.00000000,0.00514477,5.07369069,0.00950802,-0.00000074,0.00300000
57,1,MS,2,blade,LeafElement1,0.00000000,0.00458375,0.00000000,0.04489810,4.40733151,5.57145758,0.96023804,0.04530006,0.37071208,0.07392945,0.00570552,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001076,0.08973874,0.19896253,0.00000156,0.00000000,0.00066987,1.77115049,0.00000000,0.00000000,25.45725220,0.05760340,0.00001389,5.61116403,0.00330000,174.83769221,0.64084008,NA,0.27251949,0.00074998,0.04489810,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.05068844,23.08784068,0,0.00000000,0.05929509,14.76682173,0.08974950,-0.00000134,0.00255729
57,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.60389667,4.36900883,0.00000000,0.20425394,0.00655921,0.09377749,0.02766903,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000128,0.01601541,0.00000000,0.00001005,0.00000000,0.00424277,1.45605974,0.00000000,0.00000000,4.49985299,0.00000000,0.00000000,5.92200000,NA,174.83769221,0.22690885,NA,0.02732059,0.00000000,6.61902682,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.45865842,0,0.00000000,0.00000000,6.73719101,0.01601669,0.00000000,0.00300000
57,1,MS,2,sheath,StemElement,0.00000000,0.00008436,0.00000000,0.00223892,2.91787893,1.23570811,0.66510157,0.00021965,0.00164625,0.02851417,0.00010501,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00027503,0.03233213,0.00001003,0.00000000,0.00418540,1.37956105,0.00000000,0.00000000,0.07973560,0.05423533,0.00000026,5.56147727,NA,174.83769221,0.00369444,NA,0.00156075,0.00001380,0.00223892,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00169455,0.06175544,0,0.00000000,0.00010874,0.11601871,0.00027503,-0.00000001,0.00300000
57,1,MS,3,blade,LeafElement1,0.00000000,0.00420606,0.00000000,0.82789212,3.53077049,5.13861393,1.18565627,0.02243653,0.12986353,NA,0.00523540,0.00000000,0.00002445,0.00000000,NA,0.00000000,0.00000000,0.00000380,0.09560640,0.23511249,0.00003708,0.00000000,0.01540271,1.28750504,0.00000000,0.00000000,27.72572765,0.05742788,0.00001274,5.60857710,0.00400000,94.83769221,0.41064357,NA,0.33953799,0.00068819,0.82789212,0.00022188,0.05000000,0.05707273,True,False,0.07375207,0.00488140,0.00000000,0.00488140,1.00000000,0.04643129,25.56844349,0,0.00000000,0.05518319,14.06407597,0.09561021,-0.00000119,0.00300158
57,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00604202,1.21065215,0.00000000,2.56565309,0.00009198,0.00051370,NA,0.00000000,0.00000000,0.00000032,NA,NA,0.00000000,0.00000000,0.00000000,0.00209348,0.00000000,0.00129121,0.00000000,0.53636667,1.28697032,0.00000000,0.00000000,0.59439126,0.00000000,0.00000000,5.92200000,0.00467028,9.41018315,0.00545867,NA,0.00977216,0.00000000,0.00604202,0.00000355,0.00000000,NA,True,False,0.00477871,0.00006492,0.00000000,0.00006492,1.50000000,0.00000000,0.56574531,0,0.00000000,0.00000000,0.18703296,0.00209348,0.00000000,0.00074286
57,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60562851,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001292,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
57,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60562851,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006458,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
58,1,MS,1,blade,LeafElement1,0.00000000,0.00417395,0.00000000,0.02928582,4.52765557,3.25346200,0.85398753,0.03381333,0.24996029,0.06281732,0.00503557,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000616,0.06394242,0.17706943,0.00000310,0.00000000,0.00131004,1.70500716,0.00000000,0.00000000,18.35458495,0.05735634,0.00001120,5.60752266,0.00300000,255.06462985,0.51354296,NA,0.20574844,0.00066169,0.02928582,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.04589166,16.37675628,0,0.00000000,0.02939423,12.13752549,0.06394858,-0.00000107,0.00232481
58,1,MS,1,sheath,StemElement,0.00000000,0.00530493,0.00000000,0.06702394,1.76616717,0.87448983,0.86049953,0.01372650,0.08614703,0.02305676,0.00640002,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000088,0.00939157,0.01957914,0.00000547,0.00000000,0.00228543,1.61981741,0.00000000,0.00000000,2.71974867,0.05301192,0.00001424,5.54340394,NA,255.06462985,0.19819477,NA,0.08632401,0.00084099,0.06702394,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.09345245,1.91083962,0,0.00000000,0.00328978,4.96922689,0.00939245,-0.00000074,0.00300000
58,1,MS,2,blade,LeafElement1,0.00000000,0.00517345,0.00000000,0.04468547,4.47893306,3.56262146,0.94688353,0.04055602,0.30208274,0.07381925,0.00624140,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00000877,0.08867154,0.19866594,0.00000287,0.00000000,0.00121592,1.72633669,0.00000000,0.00000000,25.41971296,0.05760340,0.00001389,5.61116403,0.00330000,175.06462985,0.61636192,NA,0.26872943,0.00082014,0.04468547,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.05692984,23.07477961,0,0.00000000,0.03791575,14.34897787,0.08868031,-0.00000134,0.00255729
58,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.64896340,4.36958941,0.00000000,0.20080422,0.00721956,0.10046188,0.02763068,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000137,0.01574793,0.00000000,0.00000818,0.00000000,0.00341299,1.45455001,0.00000000,0.00000000,4.49288045,0.00000000,0.00000000,5.79200000,NA,175.06462985,0.22658006,NA,0.02685917,0.00000000,6.61303961,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.45201468,0,0.00000000,0.00000000,6.61869244,0.01574931,0.00000000,0.00300000
58,1,MS,2,sheath,StemElement,0.00000000,0.00009522,0.00000000,0.00223891,2.93223990,0.79016311,0.66024190,0.00021876,0.00154450,0.02850055,0.00011487,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00027245,0.03231669,0.00001215,0.00000000,0.00500127,1.36196703,0.00000000,0.00000000,0.07960915,0.05423533,0.00000026,5.56147727,NA,175.06462985,0.00363022,NA,0.00154934,0.00001509,0.00223891,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00180942,0.06169321,0,0.00000000,0.00006953,0.11363874,0.00027245,-0.00000001,0.00300000
58,1,MS,3,blade,LeafElement1,0.00000000,0.00475980,0.00000000,0.82551412,3.57873072,3.27721336,1.17397628,0.02334927,0.11101889,NA,0.00574236,0.00000000,0.00002452,0.00000000,NA,0.00000000,0.00000000,0.00000326,0.09505236,0.23495857,0.00005972,0.00000000,0.02448739,1.26777186,0.00000000,0.00000000,27.77496786,0.05742944,0.00001278,5.60860009,0.00400000,95.06462985,0.40333439,NA,0.33707848,0.00075457,0.82551412,0.00022247,0.05000000,0.05714474,True,False,0.07390377,0.00489426,0.00000000,0.00489426,1.00000000,0.05217365,25.62040208,0,0.00000000,0.03528643,13.81375414,0.09505562,-0.00000119,0.00300150
58,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00643676,1.22234691,0.00000000,2.55113886,0.00009710,0.00001774,NA,0.00000000,0.00000000,0.00000034,NA,NA,0.00000000,0.00000000,0.00000000,0.00212666,0.00000000,0.01499410,0.00000000,6.14743576,1.26721143,0.00000000,0.00000000,0.61392262,0.00000000,0.00000000,5.79200000,0.00467028,9.63712079,0.00553977,NA,0.01006672,0.00000000,0.00643676,0.00000368,0.00000000,NA,True,False,0.00489738,0.00006726,0.00000000,0.00006726,1.50000000,0.00000000,0.58436075,0,0.00000000,0.00000000,0.18982014,0.00212666,0.00000000,0.00075096
58,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83256615,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001297,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
58,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83256615,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006483,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
59,1,MS,1,blade,LeafElement1,0.00000000,0.00429844,0.00000000,0.02917167,4.35876464,2.02022638,0.80098413,0.03046145,0.21118345,0.06272735,0.00504720,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000520,0.06079377,0.16965379,0.00000514,0.00000000,0.00203218,1.58547257,0.00000000,0.00000000,18.32711037,0.04231042,0.00000826,5.03178164,0.00300000,255.29057406,0.49728743,NA,0.20310236,0.00066300,0.02917167,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.05093886,16.36553722,0,0.00000000,0.01920978,11.84497249,0.06079897,-0.00000107,0.00232481
59,1,MS,1,sheath,StemElement,0.00000000,0.00547057,0.00000000,0.06691270,1.68928514,0.54301155,0.81240251,0.01207522,0.08066709,0.02303206,0.00642351,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000083,0.00893740,0.01879091,0.00000666,0.00000000,0.00261118,1.50159881,0.00000000,0.00000000,2.71248024,0.03915871,0.00001052,4.98432602,NA,255.29057406,0.19121006,NA,0.08577451,0.00084379,0.06691270,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.09987596,1.91055590,0,0.00000000,0.00214994,4.87066069,0.00893823,-0.00000074,0.00300000
59,1,MS,2,blade,LeafElement1,0.00000000,0.00532733,0.00000000,0.04447653,4.31944981,2.21219792,0.88796762,0.03650294,0.25117148,0.07372867,0.00625532,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00000729,0.08429015,0.19037100,0.00000500,0.00000000,0.00197763,1.60491737,0.00000000,0.00000000,25.38695368,0.04248934,0.00001024,5.03447294,0.00330000,175.29057406,0.59651672,NA,0.26522951,0.00082169,0.04447653,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.06318517,23.06186553,0,0.00000000,0.02477878,13.98906159,0.08429744,-0.00000134,0.00255729
59,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.56174459,4.15206976,0.00000000,0.18773169,0.00755082,0.10026231,0.02758786,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000137,0.01553095,0.00000000,0.00000823,0.00000000,0.00322466,1.37734122,0.00000000,0.00000000,4.48548292,0.00000000,0.00000000,5.71100000,NA,175.29057406,0.22550350,NA,0.02642794,0.00000000,6.60725037,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.44569371,0,0.00000000,0.00000000,6.49889895,0.01553232,0.00000000,0.00300000
59,1,MS,2,sheath,StemElement,0.00000000,0.00009815,0.00000000,0.00223893,2.79767497,0.49064915,0.62333609,0.00021525,0.00143194,0.02849650,0.00011525,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00025967,0.03103267,0.00001524,0.00000000,0.00588641,1.27850089,0.00000000,0.00000000,0.07948957,0.04004731,0.00000019,4.99771498,NA,175.29057406,0.00357092,NA,0.00153948,0.00001514,0.00223893,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00192467,0.06163294,0,0.00000000,0.00004544,0.11140249,0.00025967,-0.00000001,0.00300000
59,1,MS,3,blade,LeafElement1,0.00000000,0.00491756,0.00000000,0.82292774,3.44194728,2.02968528,1.10546265,0.02277737,0.09571476,NA,0.00577417,0.00000000,0.00002458,0.00000000,NA,0.00000000,0.00000000,0.00000282,0.09082100,0.22529670,0.00009371,0.00000000,0.03604873,1.18673978,0.00000000,0.00000000,27.82431526,0.04239038,0.00000946,5.03298438,0.00400000,95.29057406,0.39646158,NA,0.33492852,0.00075849,0.82292774,0.00022305,0.05000000,0.05891365,True,False,0.07405430,0.00490701,0.00000000,0.00490701,1.00000000,0.05794783,25.67206708,0,0.00000000,0.02306046,13.57889138,0.09082382,-0.00000119,0.00300142
59,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00682068,1.17781079,0.00000000,2.40510904,0.00009500,-0.00011792,NA,0.00000000,0.00000000,0.00000034,NA,NA,0.00000000,0.00000000,0.00000000,0.00214817,0.00000000,0.01500000,0.00000000,5.76977412,1.18620823,0.00000000,0.00000000,0.62824930,0.00000000,0.00000000,5.71100000,0.00467028,9.86306500,0.00557044,NA,0.01024445,0.00000000,0.00682068,0.00000377,0.00000000,NA,True,False,0.00501550,0.00006899,0.00000000,0.00006899,1.50000000,0.00000000,0.59804088,0,0.00000000,0.00000000,0.19088102,0.00214817,0.00000000,0.00087311
59,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05851036,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001302,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
59,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05851036,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006508,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
60,1,MS,1,blade,LeafElement1,0.00000000,0.00326689,0.00000000,0.02906050,4.23115560,1.29032722,0.75747259,0.02777125,0.18545963,0.06265089,0.00374051,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000457,0.05817523,0.16350081,0.00000760,0.00000000,0.00283372,1.48906008,0.00000000,0.00000000,18.30155675,0.03201782,0.00000625,4.53738340,0.00300000,255.51608117,0.48284045,NA,0.20046443,0.00049111,0.02906050,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.05467937,16.35443058,0,0.00000000,0.01280565,11.58295830,0.05817980,-0.00000107,0.00232481
60,1,MS,1,sheath,StemElement,0.00000000,0.00413770,0.00000000,0.06680201,1.63231791,0.34682379,0.77200114,0.01062131,0.07657766,0.02302514,0.00473756,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000079,0.00855640,0.01813779,0.00000779,0.00000000,0.00288811,1.40342428,0.00000000,0.00000000,2.70541119,0.02949003,0.00000792,4.49865172,NA,255.51608117,0.18449575,NA,0.08507154,0.00062202,0.06680201,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.10461352,1.91020115,0,0.00000000,0.00143320,4.77694015,0.00855718,-0.00000074,0.00300000
60,1,MS,2,blade,LeafElement1,0.00000000,0.00405013,0.00000000,0.04427187,4.20021111,1.41294026,0.83962760,0.03324595,0.21733983,0.07365197,0.00463730,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00000631,0.08065272,0.18349328,0.00000771,0.00000000,0.00288135,1.50696587,0.00000000,0.00000000,25.35649007,0.03216319,0.00000775,4.53960891,0.00330000,175.51608117,0.57888389,NA,0.26175245,0.00060885,0.04427187,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.06782246,23.04903475,0,0.00000000,0.01651806,13.66951346,0.08065903,-0.00000134,0.00255729
60,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.49847749,3.97824354,0.00000000,0.17710239,0.00775094,0.09862265,0.02754244,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000135,0.01537305,0.00000000,0.00000864,0.00000000,0.00320825,1.31295895,0.00000000,0.00000000,4.47781808,0.00000000,0.00000000,5.68600000,NA,175.51608117,0.22390850,NA,0.02602133,0.00000000,6.60160313,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.43962387,0,0.00000000,0.00000000,6.38039448,0.01537440,0.00000000,0.00300000
60,1,MS,2,sheath,StemElement,0.00000000,0.00007434,0.00000000,0.00223897,2.69535609,0.31337971,0.59234171,0.00020067,0.00137709,0.02849498,0.00008512,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00024883,0.02995585,0.00001713,0.00000000,0.00626170,1.20606883,0.00000000,0.00000000,0.07935627,0.03020146,0.00000014,4.50955871,NA,175.51608117,0.00349659,NA,0.00152687,0.00001118,0.00223897,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00200979,0.06157396,0,0.00000000,0.00003029,0.10926820,0.00024883,-0.00000001,0.00300000
60,1,MS,3,blade,LeafElement1,0.00000000,0.00374927,0.00000000,0.82084797,3.33724702,1.29302551,1.04982546,0.02113774,0.08318018,NA,0.00429282,0.00000000,0.00002464,0.00000000,NA,0.00000000,0.00000000,0.00000246,0.08727098,0.21725551,0.00014341,0.00000000,0.05219745,1.12038391,0.00000000,0.00000000,27.87363375,0.03209686,0.00000718,4.53859341,0.00400000,95.51608117,0.38981804,NA,0.33283265,0.00056362,0.82084797,0.00022362,0.05000000,0.06008126,True,False,0.07420403,0.00491970,0.00000000,0.00491970,1.00000000,0.06224064,25.72349797,0,0.00000000,0.01537259,13.35195323,0.08727343,-0.00000119,0.00300135
60,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00718834,1.13547845,0.00000000,2.29546293,0.00009523,-0.00026111,NA,0.00000000,0.00000000,0.00000036,NA,NA,0.00000000,0.00000000,0.00000000,0.00219640,0.00000000,0.01500000,0.00000000,5.45920010,1.11989981,0.00000000,0.00000000,0.64822306,0.00000000,0.00000000,5.68600000,0.00467028,10.08857211,0.00565372,NA,0.01056085,0.00000000,0.00718834,0.00000390,0.00000000,NA,True,False,0.00513337,0.00007139,0.00000000,0.00007139,1.50000000,0.00000000,0.61707168,0,0.00000000,0.00000000,0.19374052,0.00219640,0.00000000,0.00087880
