t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
51,1,MS,3,blade,LeafElement1,6.63498464,0.05100424,6.53781505,0.84067689,4.08155712,101.09792356,1.49201907,0.12286642,4.23456513,NA,0.08012985,0.00000000,0.00002403,129.21954026,NA,5.20795816,0.07932871,0.00012187,0.12088710,0.09716959,0.00000000,16.70503835,0.00000055,1.59594661,75.66006752,954.60411731,27.34553395,0.63364637,0.00013816,8.68496506,0.00400000,93.32760919,0.41494713,NA,0.34584184,0.01047316,0.84067689,0.00021803,0.19031260,0.05921108,True,False,0.07273216,0.00479676,0.00000000,0.00479676,1.00000000,0.00010747,25.21417707,0,0.00000000,0.87877292,15.30202284,0.20033768,0.00066220,0.00294593
51,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00435708,1.39990910,0.00000000,3.20891319,-0.00022100,-0.00890142,NA,0.00000000,0.00000000,0.00000025,NA,NA,0.00000000,0.00000000,0.00000000,0.00187054,0.00000000,0.01500000,0.00000000,8.04833091,1.59284867,0.00000000,0.00000000,0.46964747,0.00000000,0.00000000,7.19500000,0.00467028,7.90010013,0.00433893,NA,0.00779806,0.00000000,0.00435708,0.00000275,0.00000000,NA,True,False,0.00399054,0.00005029,0.00000000,0.00005029,1.50000000,0.00000000,0.44734818,0,0.00000000,0.00000000,0.16003198,0.00187054,0.00000000,0.00068905
51,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.09554549,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001258,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
51,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.09554549,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006292,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
52,1,MS,1,blade,LeafElement1,0.46150119,0.03386765,0.29930709,0.03000865,4.86261258,56.33872971,1.07251297,0.12579190,1.99205421,0.06384798,0.05319544,0.00000000,0.00002050,7.79397793,NA,0.32452686,0.05266204,0.00004909,0.08064134,0.16219411,0.00000001,12.95276022,0.00000357,2.56418059,2.24307337,33.77620412,18.67827381,0.17230053,0.00003366,7.32606997,0.00300000,253.60727774,0.77673259,NA,0.22194681,0.00699232,0.03000865,0.00019533,0.06155015,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00164694,16.43725550,0,0.00000000,0.43720455,16.17371726,0.13335247,0.00001741,0.00232481
52,1,MS,1,sheath,StemElement,0.11657815,0.04236816,0.12903623,0.06770277,2.01382519,15.14315899,1.02090863,0.08661839,0.16319616,0.02367616,0.06654706,0.00000000,0.00000855,3.14566774,NA,0.11272900,0.03023996,0.00000167,0.01161321,0.02042295,0.00000081,17.86281616,0.00042431,2.67342365,0.40802083,6.17515799,2.86857858,0.15674743,0.00004210,7.11378173,NA,253.60727774,0.34842959,NA,0.08796890,0.00874734,0.06770277,0.00026861,0.06239601,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.03724051,1.90943471,0,0.00000000,0.04893167,5.66128666,0.04185485,0.00000132,0.00300000
52,1,MS,2,blade,LeafElement1,0.44212246,0.04122932,0.25802112,0.04599325,4.75845530,61.69231474,1.19083435,0.14829549,2.53970038,0.07483890,0.06475830,0.00000000,0.00002420,7.27628250,NA,0.38369580,0.06410913,0.00007372,0.11212232,0.18410134,0.00000000,13.38600190,0.00000285,2.59233503,2.17129176,32.70177540,25.80463670,0.16995776,0.00004097,7.33064869,0.00330000,173.60727774,0.93276089,NA,0.29028952,0.00851221,0.04599325,0.00024107,0.06040458,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00208853,23.14330438,0,0.00000000,0.56395225,19.48495717,0.17630517,0.00001985,0.00255729
52,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.97955999,5.07837323,0.00000000,0.25906676,0.00228932,-0.24209771,0.02778122,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01760343,0.00000000,0.01500000,0.00000000,7.45461618,1.63341834,0.00000000,0.00000000,4.52201352,0.00000000,0.00000000,7.13500000,NA,173.60727774,0.21551455,NA,0.02976410,0.00000000,6.61729728,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.49221325,0,0.00000000,0.00000000,6.85868789,0.01760343,0.00000000,0.00300000
52,1,MS,2,sheath,StemElement,0.06300560,0.00068444,0.04633827,0.00223883,3.37870669,13.68291181,0.78330970,0.00110985,0.00057160,0.02849681,0.00107505,0.00000000,0.00000020,1.62967959,NA,0.00106886,0.00028642,0.00000000,0.00032382,0.03443813,0.00023605,7.23284901,0.12149280,1.92761583,0.16660495,2.52315359,0.08111474,0.14433548,0.00000068,7.16575852,NA,173.60727774,0.00478801,NA,0.00157885,0.00014131,0.00223883,0.00000471,0.05516931,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00080036,0.06204101,0,0.00000000,0.00103423,0.12734776,0.00061024,0.00000001,0.00300000
52,1,MS,3,blade,LeafElement1,0.42967074,0.03667065,0.21167892,0.83935267,3.86944191,57.70988482,1.44193369,0.09294816,0.31430182,NA,0.05759807,0.00000000,0.00002411,6.80139301,NA,0.33839067,0.05702142,0.00000908,0.11026242,0.21799182,0.00000251,11.96740735,0.00129179,1.56594436,1.90254061,28.67532924,27.43387734,0.16657713,0.00003644,7.32605594,0.00400000,93.60727774,0.42943041,NA,0.34969889,0.00757103,0.83935267,0.00021877,0.05928115,0.05925753,True,False,0.07292182,0.00481285,0.00000000,0.00481285,1.00000000,0.00212024,25.28228802,0,0.00000000,0.52484424,15.29692019,0.16729292,0.00001731,0.00294588
52,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00476137,1.35536758,0.00000000,3.05950537,-0.00014692,-0.00166991,NA,0.00000000,0.00000000,0.00000026,NA,NA,0.00000000,0.00000000,0.00000000,0.00195108,0.00000000,0.01500000,0.00000000,7.71134525,1.56369255,0.00000000,0.00000000,0.49207241,0.00000000,0.00000000,7.13500000,0.00467028,8.17976868,0.00470824,NA,0.00815105,0.00000000,0.00476137,0.00000289,0.00000000,NA,True,False,0.00413585,0.00005287,0.00000000,0.00005287,1.50000000,0.00000000,0.46848172,0,0.00000000,0.00000000,0.16800434,0.00195108,0.00000000,0.00069898
52,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37521404,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001264,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
52,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37521404,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006322,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
53,1,MS,1,blade,LeafElement1,0.00000000,0.00984606,0.00000000,0.02988571,4.51661517,31.89901993,0.97654167,0.08674713,1.10093682,0.06367998,0.01465636,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00002713,0.07303821,0.18905120,0.00000004,0.00000000,0.00001849,2.20546327,0.00000000,0.00000000,18.58549482,0.10258989,0.00002004,6.33459125,0.00300000,253.87494574,0.69306248,NA,0.21984587,0.00192821,0.02988571,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.01630026,16.42814663,0,0.00000000,0.26929987,14.78489297,0.07306533,-0.00000107,0.00232481
53,1,MS,1,sheath,StemElement,0.00000000,0.01249131,0.00000000,0.06758810,1.83295068,8.57405701,0.94733248,0.05156331,0.11843040,0.02379033,0.01859396,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000122,0.01073828,0.02119195,0.00000211,0.00000000,0.00100528,2.23263534,0.00000000,0.00000000,2.81557858,0.09464760,0.00002542,6.22041303,NA,253.87494574,0.29458683,NA,0.08880265,0.00244625,0.06758810,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.05583390,1.91027747,0,0.00000000,0.03013985,5.52263645,0.01073950,-0.00000074,0.00300000
53,1,MS,2,blade,LeafElement1,0.00000000,0.01220513,0.00000000,0.04577134,4.42751410,34.93021681,1.08378312,0.10320601,1.40821614,0.07468392,0.01816796,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00004087,0.10148036,0.21173328,0.00000003,0.00000000,0.00001458,2.23290460,0.00000000,0.00000000,25.69528765,0.10304287,0.00002484,6.34108727,0.00330000,173.87494574,0.83356506,NA,0.28741112,0.00239021,0.04577134,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.02025290,23.13315116,0,0.00000000,0.34737114,17.70815092,0.10152124,-0.00000134,0.00255729
53,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.69454994,4.67034150,0.00000000,0.23383502,0.00300096,-0.09416432,0.02776675,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01758123,0.00000000,0.01500000,0.00000000,6.92466649,1.52438125,0.00000000,0.00000000,4.51937680,0.00000000,0.00000000,7.03800000,NA,173.87494574,0.22007312,NA,0.02922616,0.00000000,6.62683124,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.48501797,0,0.00000000,0.00000000,6.97524234,0.01758123,0.00000000,0.00300000
53,1,MS,2,sheath,StemElement,0.00000000,0.00022431,0.00000000,0.00223894,3.08019603,7.74726392,0.72686802,0.00056998,0.00138204,0.02867029,0.00033390,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00030149,0.03414130,0.00001695,0.00000000,0.00795549,1.64435418,0.00000000,0.00000000,0.08056623,0.09687983,0.00000046,6.25255875,NA,173.87494574,0.00429532,NA,0.00159383,0.00004393,0.00223894,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00113426,0.06198520,0,0.00000000,0.00063704,0.12571941,0.00030149,-0.00000001,0.00300000
53,1,MS,3,blade,LeafElement1,0.00000000,0.01109295,0.00000000,0.83733625,3.58898062,32.57114490,1.31690376,0.02204452,0.23459461,NA,0.01651242,0.00000000,0.00002419,0.00000000,NA,0.00000000,0.00000000,0.00000680,0.10272293,0.24800276,0.00000610,0.00000000,0.00285465,1.44140498,0.00000000,0.00000000,27.50712162,0.10287195,0.00002258,6.33863645,0.00400000,93.87494574,0.43160067,NA,0.34855518,0.00217240,0.83733625,0.00021947,0.05000000,0.06059057,True,False,0.07310332,0.00482825,0.00000000,0.00482825,1.00000000,0.01862951,25.34786225,0,0.00000000,0.32328220,15.10562185,0.10272972,-0.00000119,0.00294583
53,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00514333,1.25542040,0.00000000,2.79901314,-0.00000297,-0.00038069,NA,0.00000000,0.00000000,0.00000028,NA,NA,0.00000000,0.00000000,0.00000000,0.00201320,0.00000000,0.01500000,0.00000000,7.02031633,1.44087524,0.00000000,0.00000000,0.51382189,0.00000000,0.00000000,7.03800000,0.00467028,8.44743668,0.00494983,NA,0.00850056,0.00000000,0.00514333,0.00000303,0.00000000,NA,True,False,0.00427544,0.00005540,0.00000000,0.00005540,1.50000000,0.00000000,0.48908609,0,0.00000000,0.00000000,0.17329403,0.00201320,0.00000000,0.00070851
53,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64288204,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001270,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
53,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64288204,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006351,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
54,1,MS,1,blade,LeafElement1,0.00000000,0.00630357,0.00000000,0.02976340,4.31164860,19.13408374,0.90947372,0.06490419,0.70162236,0.06341365,0.00890319,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001729,0.06809239,0.17954829,0.00000014,0.00000000,0.00006502,1.97095232,0.00000000,0.00000000,18.51817819,0.07996612,0.00001562,5.67106823,0.00300000,254.12810976,0.63505902,NA,0.21726191,0.00117147,0.02976340,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.02520345,16.41883346,0,0.00000000,0.17140851,13.93484771,0.06810968,-0.00000107,0.00232481
54,1,MS,1,sheath,StemElement,0.00000000,0.00801003,0.00000000,0.06747430,1.72854843,5.14300204,0.89238501,0.03456218,0.10382099,0.02350864,0.01131340,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000107,0.01000903,0.02001156,0.00000313,0.00000000,0.00138775,1.95431427,0.00000000,0.00000000,2.78232578,0.07389462,0.00001985,5.58171688,NA,254.12810976,0.26083539,NA,0.08876498,0.00148861,0.06747430,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.06714730,1.91077610,0,0.00000000,0.01918392,5.40474441,0.01001010,-0.00000074,0.00300000
54,1,MS,2,blade,LeafElement1,0.00000000,0.00781314,0.00000000,0.04555063,4.23406140,20.95229555,1.00907005,0.07762115,0.89486825,0.07442004,0.01103531,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00002597,0.09455609,0.20119924,0.00000011,0.00000000,0.00005161,1.99666089,0.00000000,0.00000000,25.61526794,0.08031164,0.00001936,5.67614339,0.00330000,174.12810976,0.76400131,NA,0.28395427,0.00145202,0.04555063,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.03128822,23.12269520,0,0.00000000,0.22110062,16.61843870,0.09458206,-0.00000134,0.00255729
54,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.53738574,4.40299284,0.00000000,0.21661201,0.00391062,-0.00831782,0.02775056,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01721181,0.00000000,0.01500000,0.00000000,6.52900203,1.45175835,0.00000000,0.00000000,4.51587209,0.00000000,0.00000000,6.73600000,NA,174.12810976,0.22331079,NA,0.02872835,0.00000000,6.63593449,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.47827558,0,0.00000000,0.00000000,6.98078152,0.01721181,0.00000000,0.00300000
54,1,MS,2,sheath,StemElement,0.00000000,0.00014378,0.00000000,0.00223896,2.90168579,4.64706429,0.68470899,0.00036904,0.00168682,0.02859517,0.00020307,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00028455,0.03252194,0.00000933,0.00000000,0.00408000,1.48631577,0.00000000,0.00000000,0.08026406,0.07560361,0.00000036,5.60690046,NA,174.12810976,0.00404875,NA,0.00159316,0.00002672,0.00223896,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00133733,0.06192960,0,0.00000000,0.00040547,0.12347571,0.00028455,-0.00000001,0.00300000
54,1,MS,3,blade,LeafElement1,0.00000000,0.00711560,0.00000000,0.83478620,3.42392263,19.48603016,1.23022246,0.02119688,0.20617799,NA,0.01005010,0.00000000,0.00002425,0.00000000,NA,0.00000000,0.00000000,0.00000599,0.09763817,0.23651294,0.00000905,0.00000000,0.00394593,1.34979965,0.00000000,0.00000000,27.56161448,0.08013064,0.00001763,5.67348495,0.00400000,94.12810976,0.42903421,NA,0.34642326,0.00132238,0.83478620,0.00022004,0.05000000,0.05879994,True,False,0.07327463,0.00484094,0.00000000,0.00484094,1.00000000,0.02867961,25.40038929,0,0.00000000,0.20576809,14.85448571,0.09764416,-0.00000119,0.00300184
54,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00550765,1.19157364,0.00000000,2.62606323,0.00003954,0.00004052,NA,0.00000000,0.00000000,0.00000029,NA,NA,0.00000000,0.00000000,0.00000000,0.00203779,0.00000000,0.01489031,0.00000000,6.48943706,1.34930540,0.00000000,0.00000000,0.53465331,0.00000000,0.00000000,6.73600000,0.00467028,8.70060069,0.00512378,NA,0.00883573,0.00000000,0.00550765,0.00000316,0.00000000,NA,True,False,0.00440769,0.00005784,0.00000000,0.00005784,1.50000000,0.00000000,0.50887165,0,0.00000000,0.00000000,0.17745849,0.00203779,0.00000000,0.00071754
54,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89604605,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001276,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
54,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89604605,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006379,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
55,1,MS,1,blade,LeafElement1,0.00000000,0.00515966,0.00000000,0.02964189,4.15055838,11.87069828,0.85379021,0.05150096,0.49402249,0.06321451,0.00695666,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001217,0.06437200,0.17211322,0.00000040,0.00000000,0.00017239,1.79404035,0.00000000,0.00000000,18.46661803,0.04686809,0.00000915,5.12443318,0.00300000,254.37221375,0.59293935,NA,0.21465178,0.00091525,0.02964189,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.03216011,16.40939297,0,0.00000000,0.11191566,13.33734451,0.06438418,-0.00000107,0.00232481
55,1,MS,1,sheath,StemElement,0.00000000,0.00656518,0.00000000,0.06736101,1.64835807,3.19069501,0.84523275,0.02526595,0.09779424,0.02332902,0.00885170,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000100,0.00947810,0.01915253,0.00000374,0.00000000,0.00155749,1.75386253,0.00000000,0.00000000,2.76003032,0.04336730,0.00001165,5.07189394,NA,254.37221375,0.23828051,NA,0.08848213,0.00116457,0.06736101,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.07599900,1.91103552,0,0.00000000,0.01252552,5.29278988,0.00947910,-0.00000074,0.00300000
55,1,MS,2,blade,LeafElement1,0.00000000,0.00639478,0.00000000,0.04533129,4.08288999,12.99870859,0.94708166,0.06176717,0.62458483,0.07422040,0.00862196,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001813,0.08933792,0.19292484,0.00000033,0.00000000,0.00014021,1.81772084,0.00000000,0.00000000,25.55372227,0.04706689,0.00001135,5.12741344,0.00330000,174.37221375,0.71311936,NA,0.28048161,0.00113434,0.04533129,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.03991017,23.11203148,0,0.00000000,0.14436052,15.85571285,0.08935604,-0.00000134,0.00255729
55,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.42695772,4.18494531,0.00000000,0.20249041,0.00476438,0.04662348,0.02772904,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000064,0.01672843,0.00000000,0.00008140,0.00000000,0.03352384,1.38821435,0.00000000,0.00000000,4.51146918,0.00000000,0.00000000,6.37100000,NA,174.37221375,0.22529147,NA,0.02826327,0.00000000,6.63065978,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.47189199,0,0.00000000,0.00000000,6.93337263,0.01672907,0.00000000,0.00300000
55,1,MS,2,sheath,StemElement,0.00000000,0.00011780,0.00000000,0.00223894,2.76228376,2.88301749,0.64852765,0.00028443,0.00178920,0.02856049,0.00015883,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00027151,0.03130101,0.00000782,0.00000000,0.00320863,1.37612327,0.00000000,0.00000000,0.08006516,0.04435409,0.00000021,5.08671499,NA,174.37221375,0.00390461,NA,0.00158808,0.00002090,0.00223894,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00149616,0.06187483,0,0.00000000,0.00026474,0.12101650,0.00027151,-0.00000001,0.00300000
55,1,MS,3,blade,LeafElement1,0.00000000,0.00584009,0.00000000,0.83229068,3.29054365,12.05427984,1.15941051,0.02116482,0.17563032,NA,0.00787407,0.00000000,0.00002432,0.00000000,NA,0.00000000,0.00000000,0.00000512,0.09351432,0.22734953,0.00001477,0.00000000,0.00603717,1.26932906,0.00000000,0.00000000,27.62084030,0.04695620,0.00001036,5.12575412,0.00400000,94.37221375,0.42427891,NA,0.34458883,0.00103595,0.83229068,0.00022068,0.05000000,0.05887273,True,False,0.07343937,0.00485491,0.00000000,0.00485491,1.00000000,0.03655368,25.45938426,0,0.00000000,0.13434964,14.58950492,0.09351943,-0.00000119,0.00300175
55,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00572651,1.13959045,0.00000000,2.48507447,0.00006084,0.00047784,NA,0.00000000,0.00000000,0.00000030,NA,NA,0.00000000,0.00000000,0.00000000,0.00204733,0.00000000,0.00128230,0.00000000,0.52416410,1.26884915,0.00000000,0.00000000,0.55498264,0.00000000,0.00000000,6.37100000,0.00467028,8.94470469,0.00526173,NA,0.00916435,0.00000000,0.00572651,0.00000329,0.00000000,NA,True,False,0.00453530,0.00006024,0.00000000,0.00006024,1.50000000,0.00000000,0.52820691,0,0.00000000,0.00000000,0.18099699,0.00204733,0.00000000,0.00072625
55,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14015005,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001281,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
55,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14015005,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006406,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
56,1,MS,1,blade,LeafElement1,0.00000000,0.00316926,0.00000000,0.02952148,4.36066771,7.88534644,0.87079572,0.04337464,0.37795304,0.06306246,0.00409276,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000931,0.06514260,0.17659009,0.00000090,0.00000000,0.00038964,1.78796954,0.00000000,0.00000000,18.42260968,0.05257732,0.00001027,5.51522802,0.00300000,254.60753588,0.55924859,NA,0.21159021,0.00053821,0.02952148,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.03625286,16.39907538,0,0.00000000,0.07185076,12.86468301,0.06515191,-0.00000107,0.00232481
56,1,MS,1,sheath,StemElement,0.00000000,0.00402892,0.00000000,0.06724816,1.72251593,2.11948235,0.86659587,0.01948704,0.09452711,0.02321895,0.00520291,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000097,0.00958416,0.01959536,0.00000414,0.00000000,0.00176108,1.72351282,0.00000000,0.00000000,2.74197833,0.04860580,0.00001306,5.45641951,NA,254.60753588,0.22014544,NA,0.08767824,0.00068419,0.06724816,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.08120191,1.91111860,0,0.00000000,0.00804149,5.18178857,0.00958513,-0.00000074,0.00300000
56,1,MS,2,blade,LeafElement1,0.00000000,0.00392813,0.00000000,0.04511361,4.29763266,8.63464963,0.96582003,0.05207290,0.47173886,0.07406724,0.00507275,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001369,0.09037567,0.19801634,0.00000075,0.00000000,0.00032891,1.81130527,0.00000000,0.00000000,25.50103887,0.05280310,0.00001273,5.51856706,0.00330000,174.60753588,0.67215375,NA,0.27644526,0.00066708,0.04511361,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.04498292,23.10031369,0,0.00000000,0.09268062,15.25703203,0.09038936,-0.00000134,0.00255729
