t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
75,1,MS,roots,0.01208648,14.21724421,0.09940721,0.10014940,0.01317922,1.02434848,0.65055331,0.00018891,NA,0.06828520,0.04668003,NA,NA,NA,0.04386534,0.41738629,0.91374309,NA,0.67558764,NA,NA,16.35372251,1.86427190,71.08622107,0.11758194,NA,2.85998192,10.21717883,0.00003384,0.03774307,25.93201362,NA,0.00000000,0.00021456,0.00000000,NA,NA,62.50227378,1.21203177,0.15883056
76,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11030470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.79551462,NA,NA
76,1,MS,roots,0.01171698,14.69497612,0.06978178,0.07034843,0.00926782,1.00948770,0.66829157,0.00018908,NA,0.06732859,0.04619149,NA,NA,NA,0.04336150,0.40462627,0.90016008,NA,0.66771459,NA,NA,16.36482103,1.91389564,73.47488061,0.11635136,NA,2.85936346,10.23294839,0.00003281,0.03777588,25.94324246,NA,0.00000000,0.00015065,0.00000000,NA,NA,62.87416951,1.17497845,0.15688159
77,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11129465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.22833810,NA,NA
77,1,MS,roots,0.01098008,14.01473694,0.02848945,0.02839444,0.00374091,0.97887061,0.64209900,0.00018923,NA,0.06541293,0.04497795,NA,NA,NA,0.04243707,0.37917864,0.87383709,NA,0.65038480,NA,NA,16.41437043,1.83232595,70.07368469,0.11329457,NA,2.89793278,10.25361653,0.00003074,0.03780663,25.99441831,NA,0.00000000,0.00006068,0.00000000,NA,NA,63.25156305,1.10108207,0.15282794
78,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09278041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.83310352,NA,NA
78,1,MS,roots,0.00990779,13.15555275,0.02614233,0.02576779,0.00339487,0.93723957,0.60678017,0.00018937,NA,0.06276066,0.04326086,NA,NA,NA,0.04122256,0.34214908,0.83779124,NA,0.62582185,NA,NA,16.46233520,1.72757865,65.77776374,0.10896942,NA,2.93598976,10.27374726,0.00002774,0.03783437,26.04533926,NA,0.00000000,0.00005496,0.00000000,NA,NA,63.65496083,0.99355337,0.14724408
79,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06783302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.10496725,NA,NA
79,1,MS,roots,0.00890288,12.13024208,0.02193208,0.02137803,0.00281628,0.89968746,0.56342536,0.00018949,NA,0.06037706,0.04171230,NA,NA,NA,0.04013045,0.30744621,0.80544195,NA,0.60377479,NA,NA,16.51018544,1.60098017,60.65121038,0.10506876,NA,2.97493711,10.29366500,0.00002493,0.03785930,26.09806034,NA,0.00000000,0.00004551,0.00000000,NA,NA,64.04878056,0.89278105,0.14221981
80,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03744684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.27440644,NA,NA
80,1,MS,roots,0.00806646,11.34876094,0.01754056,0.01690173,0.00222618,0.86933673,0.53107171,0.00018961,NA,0.05847560,0.04048634,NA,NA,NA,0.03928484,0.27856174,0.77961098,NA,0.58646794,NA,NA,16.55906084,1.50452135,56.74380470,0.10198071,NA,3.01574606,10.31354995,0.00002259,0.03788188,26.15320474,NA,0.00000000,0.00003590,0.00000000,NA,NA,64.44512152,0.80890457,0.13824678
81,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00307329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.43736589,NA,NA
81,1,MS,roots,0.00724743,10.61696739,0.01618013,0.01542000,0.00203061,0.84072002,0.50025027,0.00018971,NA,0.05668510,0.03933363,NA,NA,NA,0.03849333,0.25027800,0.75533499,NA,0.57022406,NA,NA,16.60609606,1.41256457,53.08483697,0.09907714,NA,3.05553384,10.33303736,0.00002029,0.03790217,26.20787149,NA,0.00000000,0.00003269,0.00000000,NA,NA,64.84854703,0.72677254,0.13451206
82,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96898462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.66435563,NA,NA
82,1,MS,roots,0.00656663,9.79646892,0.01285041,0.01211272,0.00159466,0.81737579,0.46499777,0.00018980,NA,0.05524400,0.03840490,NA,NA,NA,0.03787326,0.22676745,0.73577523,NA,0.55727570,NA,NA,16.65311018,1.30771207,48.98234458,0.09673777,NA,3.09598134,10.35249065,0.00001839,0.03792056,26.26427621,NA,0.00000000,0.00002562,0.00000000,NA,NA,65.22544176,0.65850116,0.13152216
83,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93280515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.94829623,NA,NA
83,1,MS,roots,0.00603989,9.21016682,0.01165632,0.01087133,0.00143082,0.79949120,0.44032271,0.00018988,NA,0.05416562,0.03771899,NA,NA,NA,0.03744277,0.20857738,0.72109117,NA,0.54785541,NA,NA,16.69886998,1.23246722,46.05083408,0.09501005,NA,3.13570125,10.37176719,0.00001691,0.03793747,26.32076796,NA,0.00000000,0.00002295,0.00000000,NA,NA,65.58901173,0.60567971,0.12932739
84,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89534928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.27710916,NA,NA
84,1,MS,roots,0.00581134,8.66197269,0.00872638,0.00805209,0.00105939,0.79084959,0.41751094,0.00018997,NA,0.05370757,0.03744123,NA,NA,NA,0.03733729,0.20068490,0.71468667,NA,0.54441910,NA,NA,16.74550269,1.16127755,43.30986347,0.09431040,NA,3.17652262,10.39129968,0.00001627,0.03795374,26.37963674,NA,0.00000000,0.00001696,0.00000000,NA,NA,65.90235038,0.58276106,0.12848609
85,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85933941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.67177276,NA,NA
85,1,MS,roots,0.00574946,8.01342603,0.00848179,0.00774900,0.00101915,0.78733942,0.38965739,0.00019005,NA,0.05358463,0.03736383,NA,NA,NA,0.03740003,0.19854819,0.71274844,NA,0.54393159,NA,NA,16.79016348,1.07629113,40.06713016,0.09411544,NA,3.21543395,10.41086875,0.00001610,0.03796984,26.43870258,NA,0.00000000,0.00001628,0.00000000,NA,NA,66.12640396,0.57655633,0.12834849
86,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82255249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.11093766,NA,NA
86,1,MS,roots,0.00564012,7.58608403,0.00746011,0.00675022,0.00088746,0.78265102,0.37230627,0.00019013,NA,0.05337572,0.03720765,NA,NA,NA,0.03740042,0.19477231,0.70967445,NA,0.54233713,NA,NA,16.83428200,1.02026645,37.93042015,0.09372204,NA,3.25391234,10.43052167,0.00001579,0.03798564,26.49849803,NA,0.00000000,0.00001415,0.00000000,NA,NA,66.30146879,0.56559172,0.12798379
87,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78635762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.60521364,NA,NA
87,1,MS,roots,0.00553816,7.13531946,0.00624835,0.00560104,0.00073609,0.77829235,0.35364200,0.00019020,NA,0.05318310,0.03704256,NA,NA,NA,0.03739753,0.19125117,0.70682486,NA,0.54065904,NA,NA,16.87797141,0.96073504,35.67659732,0.09330619,NA,3.29206359,10.45027482,0.00001551,0.03800114,26.55914374,NA,0.00000000,0.00001172,0.00000000,NA,NA,66.42289565,0.55536681,0.12762319
88,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75363672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.18025737,NA,NA
88,1,MS,roots,0.00542709,6.58987928,0.00475391,0.00422280,0.00055473,0.77378117,0.33008863,0.00019028,NA,0.05297259,0.03684031,NA,NA,NA,0.03736999,0.18741560,0.70374565,NA,0.53849710,NA,NA,16.92121161,0.88863224,32.94939639,0.09279675,NA,3.32987670,10.47014027,0.00001520,0.03801634,26.62078822,NA,0.00000000,0.00000881,0.00000000,NA,NA,66.47755656,0.54422885,0.12718289
89,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72256724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.82007702,NA,NA
89,1,MS,roots,0.00528504,6.16915048,0.00348355,0.00306693,0.00040271,0.76852225,0.31245621,0.00019035,NA,0.05270603,0.03658347,NA,NA,NA,0.03730105,0.18251004,0.69993189,NA,0.53557707,NA,NA,16.96415511,0.83315428,30.84575239,0.09214981,NA,3.36753516,10.49005845,0.00001480,0.03803114,26.68309464,NA,0.00000000,0.00000639,0.00000000,NA,NA,66.48877566,0.52998379,0.12659055
90,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68886355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.47803044,NA,NA
90,1,MS,roots,0.00513984,5.98045538,0.00372304,0.00324990,0.00042656,0.76329767,0.30618673,0.00019042,NA,0.05243918,0.03632529,NA,NA,NA,0.03722942,0.17749577,0.69612473,NA,0.53262936,NA,NA,17.00602281,0.80822839,29.90227688,0.09149947,NA,3.40426303,10.50985002,0.00001439,0.03804553,26.74471023,NA,0.00000000,0.00000675,0.00000000,NA,NA,66.49224532,0.51542306,0.12599388
91,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65819661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.17519387,NA,NA
91,1,MS,roots,0.00505540,5.57626236,0.00358475,0.00310399,0.00040724,0.75982448,0.28866897,0.00019050,NA,0.05228533,0.03612934,NA,NA,NA,0.03720900,0.17457989,0.69382435,NA,0.53061322,NA,NA,17.04658281,0.75454170,27.88131181,0.09100589,NA,3.43976762,10.52959521,0.00001416,0.03805968,26.80607276,NA,0.00000000,0.00000643,0.00000000,NA,NA,66.44651425,0.50695574,0.12562368
92,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69478443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.02735589,NA,NA
92,1,MS,roots,0.00488051,5.28778142,0.00596151,0.00512469,0.00067211,0.75397568,0.27660036,0.00019056,NA,0.05196073,0.03581309,NA,NA,NA,0.03708537,0.16854026,0.68926934,NA,0.52679041,NA,NA,17.08409598,0.72885167,26.43890711,0.09020928,NA,3.47240028,10.54893973,0.00001367,0.03807335,26.86479260,NA,0.00000000,0.00001060,0.00000000,NA,NA,66.38203044,0.48941747,0.12485918
93,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68524598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.88528465,NA,NA
93,1,MS,roots,0.00468343,6.05874970,0.08961457,0.07810627,0.01025868,0.74946974,0.31203164,0.00019063,NA,0.05161505,0.03562405,NA,NA,NA,0.03697218,0.16173445,0.68444814,NA,0.52333814,NA,NA,17.03929642,0.81557280,30.29374849,0.08973312,NA,3.42291729,10.55857032,0.00001311,0.03808646,26.85011806,NA,0.00000000,0.00016161,0.00000000,NA,NA,66.46312990,0.46965435,0.12421128
94,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71007695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.69444636,NA,NA
94,1,MS,roots,0.00455655,8.42925179,0.30048618,0.28135724,0.03719579,0.75193711,0.39804772,0.00019069,NA,0.05143468,0.03592959,NA,NA,NA,0.03685033,0.15735281,0.68182795,NA,0.52299298,NA,NA,16.78120892,1.07324519,42.14625895,0.09050275,NA,3.16027324,10.54119666,0.00001276,0.03809922,26.63181282,NA,0.00000000,0.00058693,0.00000000,NA,NA,66.92348118,0.45693070,0.12421461
95,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86704863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.98358403,NA,NA
95,1,MS,roots,0.00455800,12.20653618,0.38646589,0.40119685,0.05354825,0.76039469,0.50549258,0.00019076,NA,0.05152725,0.03677212,NA,NA,NA,0.03653003,0.15740284,0.68282632,NA,0.52765372,NA,NA,16.43980448,1.48453280,61.03268090,0.09262498,NA,2.81431081,10.50756905,0.00001276,0.03811198,26.29425760,NA,0.00000000,0.00084766,0.00000000,NA,NA,67.95942843,0.45707598,0.12482940
96,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14024087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.49469107,NA,NA
96,1,MS,roots,0.00491412,17.67015049,0.43849071,0.51922609,0.07018427,0.78091304,0.61402401,0.00019083,NA,0.05231942,0.03855428,NA,NA,NA,0.03654764,0.16970099,0.69307374,NA,0.54222848,NA,NA,16.05513124,2.08435591,88.35075247,0.09711407,NA,2.42472344,10.45773501,0.00001376,0.03812574,25.84049490,NA,0.00000000,0.00111631,0.00000000,NA,NA,69.77777385,0.49278810,0.12742135
97,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54066297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.55766813,NA,NA
97,1,MS,roots,0.00618329,22.61903176,0.30782806,0.39624113,0.05406902,0.82308830,0.69034916,0.00019091,NA,0.05482681,0.04171851,NA,NA,NA,0.03746432,0.21352952,0.72595934,NA,0.57653876,NA,NA,15.83929120,2.69486400,113.09515880,0.10508440,NA,2.20270012,10.42537490,0.00001731,0.03814306,25.51815289,NA,0.00000000,0.00086266,0.00000000,NA,NA,72.17064474,0.62006003,0.13400963
98,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91189108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.93527459,NA,NA
98,1,MS,roots,0.00738719,26.59694776,0.19153221,0.25393259,0.03484629,0.85858437,0.75328712,0.00019102,NA,0.05717643,0.04483049,NA,NA,NA,0.03870108,0.25510437,0.75666023,NA,0.61048460,NA,NA,15.76814642,3.23473229,132.98473882,0.11292314,NA,2.12416814,10.41357121,0.00002068,0.03816374,25.34591795,NA,0.00000000,0.00055659,0.00000000,NA,NA,74.99980788,0.74078762,0.14070799
99,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17733254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.45926363,NA,NA
99,1,MS,roots,0.00828992,28.63011058,0.14757770,0.19686911,0.02712452,0.88245337,0.77143323,0.00019113,NA,0.05886763,0.04748670,NA,NA,NA,0.03993363,0.28627855,0.77856766,NA,0.63732416,NA,NA,15.75428520,3.52152717,143.15055290,0.11961385,NA,2.10201700,10.41054693,0.00002321,0.03818695,25.23687437,NA,0.00000000,0.00043338,0.00000000,NA,NA,78.01190915,0.83131311,0.14628796
