t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
53,1,MS,roots,0.18021,7.25884,2.75452,2.84520,0.13683,46.27250,0.04405,0.00961,NA,1.68921,2.84289,NA,NA,3.58752,4.66743,1.70984,NA,0.87834,NA,NA,693.96479,3.21345,36.29420,7.16094,NA,7.36633,9.88008,0.49896,114.13232,NA,0.00000,0.00000,0.05771,NA,NA,1213.97450,18.66971,8.11963
54,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.82670,NA,NA,NA,0.61862,NA,0.00000,6.92054,NA,NA,NA,NA,143298.63407,NA,NA,NA,NA,141.28188,NA,NA,NA,0.00000,2739.00489,NA,NA,NA
54,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.16056,NA,NA,NA,NA,NA,NA,NA,NA,NA,5338.06361,NA,NA
54,1,MS,roots,0.20912,9.37695,4.45501,6.45247,0.31295,49.96080,0.04126,0.00960,NA,1.82760,3.03748,NA,NA,3.81694,5.41608,1.85019,NA,0.80402,NA,NA,691.16766,4.19095,46.88477,7.65108,NA,5.26615,9.98819,0.49888,114.40944,NA,0.00000,0.00000,0.13055,NA,NA,1196.79659,21.66434,8.68202
55,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.01685,NA,NA,NA,0.66798,NA,0.00000,7.38608,NA,NA,NA,NA,145309.81339,NA,NA,NA,NA,141.94557,NA,NA,NA,0.00000,2743.37131,NA,NA,NA
55,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.25324,NA,NA,NA,NA,NA,NA,NA,NA,NA,5321.40336,NA,NA
55,1,MS,roots,0.20912,7.80524,3.53659,6.48535,0.31546,52.16022,0.02716,0.00960,NA,1.91874,3.18066,NA,NA,3.97469,5.41608,1.94246,NA,0.74221,NA,NA,690.08202,3.52942,39.02620,8.01174,NA,4.18052,10.06818,0.49888,114.99253,NA,0.00000,0.00000,0.13055,NA,NA,1201.59674,21.66434,9.07409
56,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.21786,NA,NA,NA,0.72131,NA,0.00000,7.87821,NA,NA,NA,NA,147451.97317,NA,NA,NA,NA,142.66194,NA,NA,NA,0.00000,2748.02820,NA,NA,NA
56,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.92642,NA,NA,NA,NA,NA,NA,NA,NA,NA,5307.34967,NA,NA
56,1,MS,roots,0.23636,10.94048,3.79957,11.10677,0.54865,55.32404,0.03515,0.00959,NA,2.00751,3.33414,NA,NA,4.10409,6.12166,2.03267,NA,0.73138,NA,NA,688.90977,5.00840,54.70238,8.39835,NA,3.79957,9.86998,0.49880,111.00323,NA,0.00000,0.00000,0.23162,NA,NA,1182.58707,24.48665,9.44574
57,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.07334,NA,NA,NA,0.92321,NA,0.00000,9.97265,NA,NA,NA,NA,150157.51031,NA,NA,NA,NA,143.57924,NA,NA,NA,0.00000,2753.92067,NA,NA,NA
57,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.89068,NA,NA,NA,NA,NA,NA,NA,NA,NA,5313.47805,NA,NA
57,1,MS,roots,0.23636,10.54527,3.73567,10.89627,0.54258,66.57649,0.03313,0.00959,NA,2.40794,4.02896,NA,NA,4.82346,6.12166,2.43813,NA,0.86944,NA,NA,688.84587,4.88110,52.72635,10.14850,NA,3.73567,9.76075,0.49880,108.89945,NA,0.00000,0.00000,0.23162,NA,NA,1189.17536,24.48665,11.26035
58,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.41332,NA,NA,NA,1.01000,NA,0.00000,10.80502,NA,NA,NA,NA,153080.90247,NA,NA,NA,NA,144.58298,NA,NA,NA,0.00000,2760.30314,NA,NA,NA
58,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.56210,NA,NA,NA,NA,NA,NA,NA,NA,NA,5333.64794,NA,NA
58,1,MS,roots,0.32100,16.53157,4.60826,22.12098,1.16902,74.15761,0.06530,0.00958,NA,2.55077,4.42506,NA,NA,5.04815,8.31396,2.58338,NA,1.04077,NA,NA,688.63863,7.72643,82.65785,11.14624,NA,4.60826,9.01432,0.49868,94.76357,NA,0.00000,0.00000,0.54036,NA,NA,1166.73182,33.25583,12.02398
59,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.60045,NA,NA,NA,1.06077,NA,0.00000,11.26318,NA,NA,NA,NA,156117.05833,NA,NA,NA,NA,145.63815,NA,NA,NA,0.00000,2766.95359,NA,NA,NA
59,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.39757,NA,NA,NA,NA,NA,NA,NA,NA,NA,5398.11751,NA,NA
59,1,MS,roots,0.32100,16.65809,4.96408,19.69195,1.09381,78.94923,0.06991,0.00958,NA,2.63070,4.75946,NA,NA,5.22868,8.31396,2.66433,NA,1.12422,NA,NA,688.99445,7.84434,83.29047,11.98856,NA,4.96408,8.43432,0.49868,84.35789,NA,0.00000,0.00000,0.54036,NA,NA,1182.80791,33.25583,12.61885
60,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.24674,NA,NA,NA,1.21576,NA,0.00000,12.84546,NA,NA,NA,NA,159564.97319,NA,NA,NA,NA,146.84885,NA,NA,NA,0.00000,2774.53665,NA,NA,NA
60,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.41276,NA,NA,NA,NA,NA,NA,NA,NA,NA,5477.45128,NA,NA
60,1,MS,roots,0.37759,25.18235,6.43033,21.65194,1.27638,90.85672,0.13868,0.00956,NA,2.91626,5.42579,NA,NA,5.72065,9.77970,2.95440,NA,1.42415,NA,NA,689.18873,11.91690,125.91174,13.66699,NA,6.43033,7.75771,0.49853,73.11020,NA,0.00000,0.00000,0.68554,NA,NA,1167.62232,39.11879,14.06270
61,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.41163,NA,NA,NA,1.25576,NA,0.00000,13.24916,NA,NA,NA,NA,163103.90129,NA,NA,NA,NA,148.10111,NA,NA,NA,0.00000,2782.35511,NA,NA,NA
61,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.68438,NA,NA,NA,NA,NA,NA,NA,NA,NA,5588.52873,NA,NA
61,1,MS,roots,0.37759,24.84223,6.99409,19.38260,1.19633,94.82734,0.14505,0.00956,NA,2.98660,5.77206,NA,NA,5.91869,9.77970,3.02566,NA,1.52940,NA,NA,689.75249,11.77281,124.21115,14.53919,NA,6.99409,7.27116,0.49853,65.44751,NA,0.00000,0.00000,0.68554,NA,NA,1197.85136,39.11879,14.67735
62,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.57764,NA,NA,NA,1.29305,NA,0.00000,13.65559,NA,NA,NA,NA,166734.53960,NA,NA,NA,NA,149.39186,NA,NA,NA,0.00000,2790.41470,NA,NA,NA
62,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.27055,NA,NA,NA,NA,NA,NA,NA,NA,NA,5684.55605,NA,NA
62,1,MS,roots,0.39966,31.65053,8.36320,15.81436,0.99336,97.33905,0.22164,0.00954,NA,3.05031,5.91308,NA,NA,6.02614,10.35116,3.09111,NA,1.69114,NA,NA,689.78750,14.98494,158.25265,14.89441,NA,8.36320,7.05551,0.49838,62.40216,NA,0.00000,0.00000,0.58664,NA,NA,1194.28048,41.40465,14.98953
63,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.13504,NA,NA,NA,1.18909,NA,0.00000,12.57200,NA,NA,NA,NA,170062.42732,NA,NA,NA,NA,150.57925,NA,NA,NA,0.00000,2797.83712,NA,NA,NA
63,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.07934,NA,NA,NA,NA,NA,NA,NA,NA,NA,5784.15041,NA,NA
63,1,MS,roots,0.39966,27.59633,8.20032,15.10132,0.96598,90.45117,0.18352,0.00954,NA,2.83437,5.62654,NA,NA,5.71083,10.35116,2.87228,NA,1.56999,NA,NA,689.62462,13.05065,137.98166,14.17266,NA,8.20032,6.86104,0.49838,59.58858,NA,0.00000,0.00000,0.58664,NA,NA,1233.07722,41.40465,14.17174
64,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,5.52974,NA,NA,NA,1.28065,NA,0.00000,13.53832,NA,NA,NA,NA,173631.85535,NA,NA,NA,NA,151.85699,NA,NA,NA,0.00000,2805.82988,NA,NA,NA
64,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.44114,NA,NA,NA,NA,NA,NA,NA,NA,NA,5850.65198,NA,NA
64,1,MS,roots,0.39761,32.09815,9.02614,11.84067,0.74761,94.95838,0.23484,0.00952,NA,3.01440,5.91021,NA,NA,6.02197,10.29809,3.05553,NA,1.73652,NA,NA,689.14685,15.18159,160.49077,14.88717,NA,9.02614,6.94801,0.49825,61.13484,NA,0.00000,0.00000,0.44834,NA,NA,1233.68336,41.19237,14.94658
65,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.80894,NA,NA,NA,1.11630,NA,0.00000,11.77362,NA,NA,NA,NA,176725.28478,NA,NA,NA,NA,152.97010,NA,NA,NA,0.00000,2812.78306,NA,NA,NA
65,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.37359,NA,NA,NA,NA,NA,NA,NA,NA,NA,5910.25626,NA,NA
65,1,MS,roots,0.39761,25.38733,8.20813,11.85728,0.74833,83.43105,0.16393,0.00952,NA,2.67621,5.30843,NA,NA,5.46433,10.29809,2.71272,NA,1.49043,NA,NA,688.32884,12.03534,126.93665,13.37136,NA,8.20813,6.95470,0.49825,61.22059,NA,0.00000,0.00000,0.44834,NA,NA,1271.18406,41.19237,13.44897
66,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,4.30015,NA,NA,NA,1.00270,NA,0.00000,10.52795,NA,NA,NA,NA,179484.28561,NA,NA,NA,NA,153.96903,NA,NA,NA,0.00000,2819.00298,NA,NA,NA
66,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.09258,NA,NA,NA,NA,NA,NA,NA,NA,NA,5933.22382,NA,NA
66,1,MS,roots,0.31113,25.38502,7.92252,5.78557,0.35203,74.27060,0.15795,0.00951,NA,2.44276,4.73189,NA,NA,5.01628,8.05834,2.47654,NA,1.33833,NA,NA,687.04194,12.08861,126.92510,11.91913,NA,7.92252,7.26602,0.49816,66.34196,NA,0.00000,0.00000,0.20187,NA,NA,1273.27133,32.23335,12.19094
67,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.98204,NA,NA,NA,0.93475,NA,0.00000,9.74913,NA,NA,NA,NA,182033.60771,NA,NA,NA,NA,154.89964,NA,NA,NA,0.00000,2824.76395,NA,NA,NA
67,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.76676,NA,NA,NA,NA,NA,NA,NA,NA,NA,5942.47274,NA,NA
67,1,MS,roots,0.31113,18.98488,6.81236,6.13892,0.36414,68.44405,0.09940,0.00951,NA,2.30334,4.43014,NA,NA,4.78635,8.05834,2.33518,NA,1.18173,NA,NA,685.93177,9.10139,94.92438,11.15905,NA,6.81236,7.51592,0.49816,70.39384,NA,0.00000,0.00000,0.20187,NA,NA,1301.12295,32.23335,11.51983
68,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.56673,NA,NA,NA,0.84291,NA,0.00000,8.73235,NA,NA,NA,NA,184313.39294,NA,NA,NA,NA,155.73915,NA,NA,NA,0.00000,2829.92550,NA,NA,NA
68,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.32404,NA,NA,NA,NA,NA,NA,NA,NA,NA,5929.16478,NA,NA
68,1,MS,roots,0.25942,18.54380,5.49199,3.68170,0.21184,61.31603,0.10774,0.00950,NA,2.11402,3.96032,NA,NA,4.41578,6.71893,2.14354,NA,1.13365,NA,NA,685.83258,8.94988,92.71898,9.97562,NA,7.53662,7.84916,0.49809,75.78559,NA,0.00000,0.00000,0.11245,NA,NA,1297.14580,26.87574,10.49011
69,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.53565,NA,NA,NA,0.84084,NA,0.00000,8.65626,NA,NA,NA,NA,186569.77803,NA,NA,NA,NA,156.57674,NA,NA,NA,0.00000,2835.04213,NA,NA,NA
69,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.55773,NA,NA,NA,NA,NA,NA,NA,NA,NA,5914.95134,NA,NA
69,1,MS,roots,0.25942,13.76200,5.13432,3.92342,0.22097,59.53040,0.07374,0.00950,NA,2.10321,3.88336,NA,NA,4.41496,6.71893,2.13258,NA,1.09500,NA,NA,685.34175,6.68396,68.80998,9.78176,NA,7.04579,8.18741,0.49809,80.76127,NA,0.00000,0.00000,0.11245,NA,NA,1314.97044,26.87574,10.40152
70,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.39622,NA,NA,NA,0.81240,NA,0.00000,8.31489,NA,NA,NA,NA,188734.41294,NA,NA,NA,NA,157.38632,NA,NA,NA,0.00000,2839.95765,NA,NA,NA
70,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575.26313,NA,NA,NA,NA,NA,NA,NA,NA,NA,5887.79298,NA,NA
70,1,MS,roots,0.24728,14.52254,4.56662,3.45665,0.19111,56.45727,0.08400,0.00949,NA,2.03733,3.66082,NA,NA,4.27099,6.40464,2.06604,NA,1.09155,NA,NA,685.05903,7.09458,72.61268,9.22121,NA,7.54272,8.52269,0.49803,85.64066,NA,0.00000,0.00000,0.09343,NA,NA,1303.98342,25.61856,9.96914
71,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,3.36549,NA,NA,NA,0.80950,NA,0.00000,8.23965,NA,NA,NA,NA,190876.57272,NA,NA,NA,NA,158.19310,NA,NA,NA,0.00000,2844.82854,NA,NA,NA
71,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.33022,NA,NA,NA,NA,NA,NA,NA,NA,NA,5866.27402,NA,NA
71,1,MS,roots,0.24728,10.82247,4.30749,3.63894,0.19872,54.91026,0.05853,0.00949,NA,2.02503,3.58350,NA,NA,4.26073,6.40464,2.05356,NA,1.05728,NA,NA,684.63102,5.31625,54.11235,9.02644,NA,7.11471,8.86204,0.49803,90.15686,NA,0.00000,0.00000,0.09343,NA,NA,1315.57934,25.61856,9.86925
72,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,2.90430,NA,NA,NA,0.70223,NA,0.00000,7.11052,NA,NA,NA,NA,192723.32298,NA,NA,NA,NA,158.89318,NA,NA,NA,0.00000,2849.03264,NA,NA,NA
72,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.60528,NA,NA,NA,NA,NA,NA,NA,NA,NA,5838.52627,NA,NA
